Gene	Tissue	Target	Mut_Loss	NoMut_Loss	Mut_WT	NoMut_WT
BRCA1_CDKN1B	BRCA	WithSecondM	1	2	1	4
BRCA1_CDKN1B	BRCA	WOSecondM	6	270	4	393
BRCA1_SF3B1	BRCA	WithSecondM	1	7	1	8
BRCA1_SF3B1	BRCA	WOSecondM	6	265	4	389
BRCA1_AKT1	BRCA	WithSecondM	1	6	2	16
BRCA1_AKT1	BRCA	WOSecondM	6	266	3	381
BRCA1_MAP2K4	BRCA	WithSecondM	1	11	1	13
BRCA1_MAP2K4	BRCA	WOSecondM	6	261	4	384
BRCA1_NCOR1	BRCA	WithSecondM	1	7	1	12
BRCA1_NCOR1	BRCA	WOSecondM	6	265	4	385
BRCA1_GPS2	BRCA	WithSecondM	1	3	1	7
BRCA1_GPS2	BRCA	WOSecondM	6	269	4	390
BRCA1_CHD4	BRCA	WithSecondM	1	4	2	6
BRCA1_CHD4	BRCA	WOSecondM	6	268	3	391
BRCA1_PIK3CA	BRCA	WithSecondM	1	78	2	142
BRCA1_PIK3CA	BRCA	WOSecondM	6	194	3	255
BRCA1_MAP3K1	BRCA	WithSecondM	1	8	2	40
BRCA1_MAP3K1	BRCA	WOSecondM	6	264	3	357
BRCA1_RB1	BRCA	WithSecondM	1	7	1	6
BRCA1_RB1	BRCA	WOSecondM	6	265	4	391
BRCA1_CBFB	BRCA	WithSecondM	1	1	1	3
BRCA1_CBFB	BRCA	WOSecondM	6	271	4	394
BRCA1_NF1	BRCA	WithSecondM	1	14	1	5
BRCA1_NF1	BRCA	WOSecondM	6	258	4	392
BRCA1_CDH1	BRCA	WithSecondM	1	22	1	58
BRCA1_CDH1	BRCA	WOSecondM	6	250	4	339
BRCA1_FBXW7	BRCA	WithSecondM	2	3	1	5
BRCA1_FBXW7	BRCA	WOSecondM	5	269	4	392
BRCA1_KMT2C	BRCA	WithSecondM	1	13	2	29
BRCA1_KMT2C	BRCA	WOSecondM	6	259	3	368
BRCA1_PIK3R1	BRCA	WithSecondM	1	7	1	11
BRCA1_PIK3R1	BRCA	WOSecondM	6	265	4	386
BRCA1_GATA3	BRCA	WithSecondM	2	30	2	43
BRCA1_GATA3	BRCA	WOSecondM	5	242	3	354
BRCA1_KRAS	BRCA	WithSecondM	1	2	1	5
BRCA1_KRAS	BRCA	WOSecondM	6	270	4	392
BRCA1_TP53	BRCA	WithSecondM	5	150	1	65
BRCA1_TP53	BRCA	WOSecondM	2	122	4	332
BRCA1_TBX3	BRCA	WithSecondM	1	4	1	11
BRCA1_TBX3	BRCA	WOSecondM	6	268	4	386
BRCA1_ERBB2	BRCA	WithSecondM	1	5	1	5
BRCA1_ERBB2	BRCA	WOSecondM	6	267	4	392
BRCA1_ARID1A	BRCA	WithSecondM	1	7	1	10
BRCA1_ARID1A	BRCA	WOSecondM	6	265	4	387
BRCA1_CASP8	BRCA	WithSecondM	1	3	1	7
BRCA1_CASP8	BRCA	WOSecondM	6	269	4	390
BRCA1_FOXA1	BRCA	WithSecondM	1	3	1	17
BRCA1_FOXA1	BRCA	WOSecondM	6	269	4	380
BRCA1_PTEN	BRCA	WithSecondM	1	14	1	21
BRCA1_PTEN	BRCA	WOSecondM	6	258	4	376
BRCA1_RUNX1	BRCA	WithSecondM	1	14	1	12
BRCA1_RUNX1	BRCA	WOSecondM	6	258	4	385
BRCA1_CTCF	BRCA	WithSecondM	1	4	2	6
BRCA1_CTCF	BRCA	WOSecondM	6	268	3	391
CDKN1B_BRCA1	BRCA	WithSecondM	1	4	1	6
CDKN1B_BRCA1	BRCA	WOSecondM	1	133	6	519
CDKN1B_SF3B1	BRCA	WithSecondM	1	4	1	10
CDKN1B_SF3B1	BRCA	WOSecondM	1	133	6	515
CDKN1B_AKT1	BRCA	WithSecondM	1	1	2	17
CDKN1B_AKT1	BRCA	WOSecondM	1	136	5	508
CDKN1B_MAP2K4	BRCA	WithSecondM	1	5	1	21
CDKN1B_MAP2K4	BRCA	WOSecondM	1	132	6	504
CDKN1B_NCOR1	BRCA	WithSecondM	1	2	1	17
CDKN1B_NCOR1	BRCA	WOSecondM	1	135	6	508
CDKN1B_GPS2	BRCA	WithSecondM	1	2	1	8
CDKN1B_GPS2	BRCA	WOSecondM	1	135	6	517
CDKN1B_CHD4	BRCA	WithSecondM	1	1	2	10
CDKN1B_CHD4	BRCA	WOSecondM	1	136	5	515
CDKN1B_PIK3CA	BRCA	WithSecondM	1	41	3	185
CDKN1B_PIK3CA	BRCA	WOSecondM	1	96	4	340
CDKN1B_MAP3K1	BRCA	WithSecondM	1	5	1	44
CDKN1B_MAP3K1	BRCA	WOSecondM	1	132	6	481
CDKN1B_RB1	BRCA	WithSecondM	1	8	1	7
CDKN1B_RB1	BRCA	WOSecondM	1	129	6	518
CDKN1B_CBFB	BRCA	WithSecondM	1	1	2	6
CDKN1B_CBFB	BRCA	WOSecondM	1	136	5	519
CDKN1B_NF1	BRCA	WithSecondM	1	4	2	13
CDKN1B_NF1	BRCA	WOSecondM	1	133	5	512
CDKN1B_CDH1	BRCA	WithSecondM	1	13	1	68
CDKN1B_CDH1	BRCA	WOSecondM	1	124	6	457
CDKN1B_FBXW7	BRCA	WithSecondM	1	2	1	4
CDKN1B_FBXW7	BRCA	WOSecondM	1	135	6	521
CDKN1B_KMT2C	BRCA	WithSecondM	1	9	1	34
CDKN1B_KMT2C	BRCA	WOSecondM	1	128	6	491
CDKN1B_PIK3R1	BRCA	WithSecondM	1	4	1	10
CDKN1B_PIK3R1	BRCA	WOSecondM	1	133	6	515
CDKN1B_GATA3	BRCA	WithSecondM	1	19	1	64
CDKN1B_GATA3	BRCA	WOSecondM	1	118	6	461
CDKN1B_KRAS	BRCA	WithSecondM	1	2	1	5
CDKN1B_KRAS	BRCA	WOSecondM	1	135	6	520
CDKN1B_TP53	BRCA	WithSecondM	1	63	2	115
CDKN1B_TP53	BRCA	WOSecondM	1	74	5	410
CDKN1B_TBX3	BRCA	WithSecondM	1	3	2	12
CDKN1B_TBX3	BRCA	WOSecondM	1	134	5	513
CDKN1B_ERBB2	BRCA	WithSecondM	1	4	1	9
CDKN1B_ERBB2	BRCA	WOSecondM	1	133	6	516
CDKN1B_ARID1A	BRCA	WithSecondM	1	5	1	13
CDKN1B_ARID1A	BRCA	WOSecondM	1	132	6	512
CDKN1B_CASP8	BRCA	WithSecondM	1	4	2	4
CDKN1B_CASP8	BRCA	WOSecondM	1	133	5	521
CDKN1B_FOXA1	BRCA	WithSecondM	1	1	1	21
CDKN1B_FOXA1	BRCA	WOSecondM	1	136	6	504
CDKN1B_PTEN	BRCA	WithSecondM	1	7	1	27
CDKN1B_PTEN	BRCA	WOSecondM	1	130	6	498
CDKN1B_RUNX1	BRCA	WithSecondM	1	8	1	17
CDKN1B_RUNX1	BRCA	WOSecondM	1	129	6	508
CDKN1B_CTCF	BRCA	WithSecondM	1	3	2	9
CDKN1B_CTCF	BRCA	WOSecondM	1	134	5	516
SF3B1_BRCA1	BRCA	WithSecondM	1	3	1	9
SF3B1_BRCA1	BRCA	WOSecondM	3	157	13	573
SF3B1_CDKN1B	BRCA	WithSecondM	1	2	1	6
SF3B1_CDKN1B	BRCA	WOSecondM	3	158	13	576
SF3B1_AKT1	BRCA	WithSecondM	1	1	2	19
SF3B1_AKT1	BRCA	WOSecondM	3	159	12	563
SF3B1_MAP2K4	BRCA	WithSecondM	1	8	2	18
SF3B1_MAP2K4	BRCA	WOSecondM	3	152	12	564
SF3B1_NCOR1	BRCA	WithSecondM	1	4	1	17
SF3B1_NCOR1	BRCA	WOSecondM	3	156	13	565
SF3B1_GPS2	BRCA	WithSecondM	1	1	1	8
SF3B1_GPS2	BRCA	WOSecondM	3	159	13	574
SF3B1_CHD4	BRCA	WithSecondM	1	3	1	9
SF3B1_CHD4	BRCA	WOSecondM	3	157	13	573
SF3B1_PIK3CA	BRCA	WithSecondM	3	50	7	188
SF3B1_PIK3CA	BRCA	WOSecondM	1	110	7	394
SF3B1_MAP3K1	BRCA	WithSecondM	1	12	2	41
SF3B1_MAP3K1	BRCA	WOSecondM	3	148	12	541
SF3B1_RB1	BRCA	WithSecondM	1	6	1	11
SF3B1_RB1	BRCA	WOSecondM	3	154	13	571
SF3B1_CBFB	BRCA	WithSecondM	1	1	1	7
SF3B1_CBFB	BRCA	WOSecondM	3	159	13	575
SF3B1_NF1	BRCA	WithSecondM	1	4	1	14
SF3B1_NF1	BRCA	WOSecondM	3	156	13	568
SF3B1_CDH1	BRCA	WithSecondM	1	11	4	72
SF3B1_CDH1	BRCA	WOSecondM	3	149	10	510
SF3B1_FBXW7	BRCA	WithSecondM	1	3	1	5
SF3B1_FBXW7	BRCA	WOSecondM	3	157	13	577
SF3B1_KMT2C	BRCA	WithSecondM	1	11	2	38
SF3B1_KMT2C	BRCA	WOSecondM	3	149	12	544
SF3B1_PIK3R1	BRCA	WithSecondM	1	2	1	15
SF3B1_PIK3R1	BRCA	WOSecondM	3	158	13	567
SF3B1_GATA3	BRCA	WithSecondM	1	14	2	70
SF3B1_GATA3	BRCA	WOSecondM	3	146	12	512
SF3B1_KRAS	BRCA	WithSecondM	1	3	1	3
SF3B1_KRAS	BRCA	WOSecondM	3	157	13	579
SF3B1_TP53	BRCA	WithSecondM	2	69	3	137
SF3B1_TP53	BRCA	WOSecondM	2	91	11	445
SF3B1_TBX3	BRCA	WithSecondM	1	2	1	15
SF3B1_TBX3	BRCA	WOSecondM	3	158	13	567
SF3B1_ERBB2	BRCA	WithSecondM	1	1	1	11
SF3B1_ERBB2	BRCA	WOSecondM	3	159	13	571
SF3B1_ARID1A	BRCA	WithSecondM	1	2	1	17
SF3B1_ARID1A	BRCA	WOSecondM	3	158	13	565
SF3B1_CASP8	BRCA	WithSecondM	1	1	1	7
SF3B1_CASP8	BRCA	WOSecondM	3	159	13	575
SF3B1_FOXA1	BRCA	WithSecondM	1	2	1	20
SF3B1_FOXA1	BRCA	WOSecondM	3	158	13	562
SF3B1_PTEN	BRCA	WithSecondM	1	8	3	20
SF3B1_PTEN	BRCA	WOSecondM	3	152	11	562
SF3B1_RUNX1	BRCA	WithSecondM	1	5	2	20
SF3B1_RUNX1	BRCA	WOSecondM	3	155	12	562
SF3B1_CTCF	BRCA	WithSecondM	1	2	1	10
SF3B1_CTCF	BRCA	WOSecondM	3	158	13	572
AKT1_BRCA1	BRCA	WithSecondM	1	4	1	6
AKT1_BRCA1	BRCA	WOSecondM	1	232	15	461
AKT1_CDKN1B	BRCA	WithSecondM	1	1	2	6
AKT1_CDKN1B	BRCA	WOSecondM	1	235	14	461
AKT1_SF3B1	BRCA	WithSecondM	1	2	2	10
AKT1_SF3B1	BRCA	WOSecondM	1	234	14	457
AKT1_MAP2K4	BRCA	WithSecondM	1	5	3	18
AKT1_MAP2K4	BRCA	WOSecondM	1	231	13	449
AKT1_NCOR1	BRCA	WithSecondM	1	5	1	11
AKT1_NCOR1	BRCA	WOSecondM	1	231	15	456
AKT1_GPS2	BRCA	WithSecondM	1	2	1	5
AKT1_GPS2	BRCA	WOSecondM	1	234	15	462
AKT1_CHD4	BRCA	WithSecondM	1	4	1	9
AKT1_CHD4	BRCA	WOSecondM	1	232	15	458
AKT1_PIK3CA	BRCA	WithSecondM	1	49	2	171
AKT1_PIK3CA	BRCA	WOSecondM	1	187	14	296
AKT1_MAP3K1	BRCA	WithSecondM	1	4	1	46
AKT1_MAP3K1	BRCA	WOSecondM	1	232	15	421
AKT1_RB1	BRCA	WithSecondM	1	8	1	8
AKT1_RB1	BRCA	WOSecondM	1	228	15	459
AKT1_CBFB	BRCA	WithSecondM	1	1	1	4
AKT1_CBFB	BRCA	WOSecondM	1	235	15	463
AKT1_NF1	BRCA	WithSecondM	1	9	1	11
AKT1_NF1	BRCA	WOSecondM	1	227	15	456
AKT1_CDH1	BRCA	WithSecondM	1	15	2	68
AKT1_CDH1	BRCA	WOSecondM	1	221	14	399
AKT1_FBXW7	BRCA	WithSecondM	1	7	1	3
AKT1_FBXW7	BRCA	WOSecondM	1	229	15	464
AKT1_KMT2C	BRCA	WithSecondM	1	15	3	32
AKT1_KMT2C	BRCA	WOSecondM	1	221	13	435
AKT1_PIK3R1	BRCA	WithSecondM	1	5	1	11
AKT1_PIK3R1	BRCA	WOSecondM	1	231	15	456
AKT1_GATA3	BRCA	WithSecondM	1	14	7	53
AKT1_GATA3	BRCA	WOSecondM	1	222	9	414
AKT1_KRAS	BRCA	WithSecondM	1	2	1	5
AKT1_KRAS	BRCA	WOSecondM	1	234	15	462
AKT1_TP53	BRCA	WithSecondM	1	122	3	85
AKT1_TP53	BRCA	WOSecondM	1	114	13	382
AKT1_TBX3	BRCA	WithSecondM	1	4	2	13
AKT1_TBX3	BRCA	WOSecondM	1	232	14	454
AKT1_ERBB2	BRCA	WithSecondM	1	4	1	10
AKT1_ERBB2	BRCA	WOSecondM	1	232	15	457
AKT1_ARID1A	BRCA	WithSecondM	1	7	1	12
AKT1_ARID1A	BRCA	WOSecondM	1	229	15	455
AKT1_CASP8	BRCA	WithSecondM	1	2	2	5
AKT1_CASP8	BRCA	WOSecondM	1	234	14	462
AKT1_FOXA1	BRCA	WithSecondM	1	1	1	21
AKT1_FOXA1	BRCA	WOSecondM	1	235	15	446
AKT1_PTEN	BRCA	WithSecondM	1	13	1	23
AKT1_PTEN	BRCA	WOSecondM	1	223	15	444
AKT1_RUNX1	BRCA	WithSecondM	1	8	1	17
AKT1_RUNX1	BRCA	WOSecondM	1	228	15	450
AKT1_CTCF	BRCA	WithSecondM	1	1	3	8
AKT1_CTCF	BRCA	WOSecondM	1	235	13	459
MAP2K4_BRCA1	BRCA	WithSecondM	1	11	1	4
MAP2K4_BRCA1	BRCA	WOSecondM	26	443	3	294
MAP2K4_CDKN1B	BRCA	WithSecondM	1	6	1	2
MAP2K4_CDKN1B	BRCA	WOSecondM	26	448	3	296
MAP2K4_SF3B1	BRCA	WithSecondM	2	10	1	6
MAP2K4_SF3B1	BRCA	WOSecondM	25	444	3	292
MAP2K4_AKT1	BRCA	WithSecondM	3	7	2	13
MAP2K4_AKT1	BRCA	WOSecondM	24	447	2	285
MAP2K4_NCOR1	BRCA	WithSecondM	2	13	1	7
MAP2K4_NCOR1	BRCA	WOSecondM	25	441	3	291
MAP2K4_GPS2	BRCA	WithSecondM	2	7	1	2
MAP2K4_GPS2	BRCA	WOSecondM	25	447	3	296
MAP2K4_CHD4	BRCA	WithSecondM	1	7	1	5
MAP2K4_CHD4	BRCA	WOSecondM	26	447	3	293
MAP2K4_PIK3CA	BRCA	WithSecondM	17	129	1	100
MAP2K4_PIK3CA	BRCA	WOSecondM	10	325	3	198
MAP2K4_MAP3K1	BRCA	WithSecondM	2	11	1	40
MAP2K4_MAP3K1	BRCA	WOSecondM	25	443	3	258
MAP2K4_RB1	BRCA	WithSecondM	2	11	1	6
MAP2K4_RB1	BRCA	WOSecondM	25	443	3	292
MAP2K4_CBFB	BRCA	WithSecondM	1	4	1	3
MAP2K4_CBFB	BRCA	WOSecondM	26	450	3	295
MAP2K4_NF1	BRCA	WithSecondM	2	14	1	2
MAP2K4_NF1	BRCA	WOSecondM	25	440	3	296
MAP2K4_CDH1	BRCA	WithSecondM	4	45	1	41
MAP2K4_CDH1	BRCA	WOSecondM	23	409	3	257
MAP2K4_FBXW7	BRCA	WithSecondM	1	5	1	3
MAP2K4_FBXW7	BRCA	WOSecondM	26	449	3	295
MAP2K4_KMT2C	BRCA	WithSecondM	2	25	3	21
MAP2K4_KMT2C	BRCA	WOSecondM	25	429	1	277
MAP2K4_PIK3R1	BRCA	WithSecondM	1	10	1	8
MAP2K4_PIK3R1	BRCA	WOSecondM	26	444	3	290
MAP2K4_GATA3	BRCA	WithSecondM	5	36	2	40
MAP2K4_GATA3	BRCA	WOSecondM	22	418	2	258
MAP2K4_KRAS	BRCA	WithSecondM	1	3	1	4
MAP2K4_KRAS	BRCA	WOSecondM	26	451	3	294
MAP2K4_TP53	BRCA	WithSecondM	5	185	1	43
MAP2K4_TP53	BRCA	WOSecondM	22	269	3	255
MAP2K4_TBX3	BRCA	WithSecondM	2	8	1	9
MAP2K4_TBX3	BRCA	WOSecondM	25	446	3	289
MAP2K4_ERBB2	BRCA	WithSecondM	1	8	1	6
MAP2K4_ERBB2	BRCA	WOSecondM	26	446	3	292
MAP2K4_ARID1A	BRCA	WithSecondM	3	13	1	6
MAP2K4_ARID1A	BRCA	WOSecondM	24	441	3	292
MAP2K4_CASP8	BRCA	WithSecondM	1	4	1	6
MAP2K4_CASP8	BRCA	WOSecondM	26	450	3	292
MAP2K4_FOXA1	BRCA	WithSecondM	1	9	1	12
MAP2K4_FOXA1	BRCA	WOSecondM	26	445	3	286
MAP2K4_PTEN	BRCA	WithSecondM	1	24	1	13
MAP2K4_PTEN	BRCA	WOSecondM	26	430	3	285
MAP2K4_RUNX1	BRCA	WithSecondM	1	18	1	11
MAP2K4_RUNX1	BRCA	WOSecondM	26	436	3	287
MAP2K4_CTCF	BRCA	WithSecondM	3	4	1	6
MAP2K4_CTCF	BRCA	WOSecondM	24	450	3	292
NCOR1_BRCA1	BRCA	WithSecondM	1	11	1	4
NCOR1_BRCA1	BRCA	WOSecondM	15	450	7	299
NCOR1_CDKN1B	BRCA	WithSecondM	1	6	1	2
NCOR1_CDKN1B	BRCA	WOSecondM	15	455	7	301
