Gene	Tissue	Target	Mut_Loss	NoMut_Loss	Mut_WT	NoMut_WT
ATRX_TP53	SARC	WithSecondM	7	28	6	16
ATRX_TP53	SARC	WOSecondM	9	47	5	58
ATRX_RB1	SARC	WithSecondM	2	13	3	4
ATRX_RB1	SARC	WOSecondM	14	62	8	70
TP53_ATRX	SARC	WithSecondM	7	6	2	6
TP53_ATRX	SARC	WOSecondM	34	44	11	59
TP53_RB1	SARC	WithSecondM	9	4	3	1
TP53_RB1	SARC	WOSecondM	32	46	10	64
RB1_ATRX	SARC	WithSecondM	3	16	1	6
RB1_ATRX	SARC	WOSecondM	15	96	3	50
RB1_TP53	SARC	WithSecondM	11	33	2	4
RB1_TP53	SARC	WOSecondM	7	79	2	52
