Gene	Tissue	Target	Mut_Loss	NoMut_Loss	Mut_WT	NoMut_WT
PPP2R1A_ZMYM2	UCEC	WOSecondM	13	37	25	255
PPP2R1A_DICER1	UCEC	WithSecondM	1	2	1	13
PPP2R1A_DICER1	UCEC	WOSecondM	13	36	25	256
PPP2R1A_ARID5B	UCEC	WithSecondM	1	1	1	23
PPP2R1A_ARID5B	UCEC	WOSecondM	13	37	25	246
PPP2R1A_SOS1	UCEC	WithSecondM	1	1	1	8
PPP2R1A_SOS1	UCEC	WOSecondM	13	37	25	261
PPP2R1A_CCND1	UCEC	WithSecondM	1	1	1	19
PPP2R1A_CCND1	UCEC	WOSecondM	13	37	25	250
PPP2R1A_MAX	UCEC	WithSecondM	1	1	1	7
PPP2R1A_MAX	UCEC	WOSecondM	13	37	25	262
PPP2R1A_ARID1A	UCEC	WithSecondM	1	4	4	132
PPP2R1A_ARID1A	UCEC	WOSecondM	13	34	22	137
PPP2R1A_ERBB2	UCEC	WithSecondM	2	1	2	10
PPP2R1A_ERBB2	UCEC	WOSecondM	12	37	24	259
PPP2R1A_TAF1	UCEC	WithSecondM	2	2	5	24
PPP2R1A_TAF1	UCEC	WOSecondM	12	36	21	245
PPP2R1A_FAT1	UCEC	WithSecondM	1	2	2	20
PPP2R1A_FAT1	UCEC	WOSecondM	13	36	24	249
PPP2R1A_FOXA2	UCEC	WithSecondM	2	3	2	9
PPP2R1A_FOXA2	UCEC	WOSecondM	12	35	24	260
PPP2R1A_KMT2C	UCEC	WithSecondM	1	2	1	19
PPP2R1A_KMT2C	UCEC	WOSecondM	13	36	25	250
PPP2R1A_ARHGAP35	UCEC	WithSecondM	1	4	4	19
PPP2R1A_ARHGAP35	UCEC	WOSecondM	13	34	22	250
PPP2R1A_PBRM1	UCEC	WithSecondM	1	1	1	9
PPP2R1A_PBRM1	UCEC	WOSecondM	13	37	25	260
PPP2R1A_FBXW7	UCEC	WithSecondM	4	11	2	31
PPP2R1A_FBXW7	UCEC	WOSecondM	10	27	24	238
PPP2R1A_CTCF	UCEC	WithSecondM	1	1	2	59
PPP2R1A_CTCF	UCEC	WOSecondM	13	37	24	210
ACVR1_PPP2R1A	UCEC	WithSecondM	1	9	2	26
ACVR1_PPP2R1A	UCEC	WOSecondM	1	11	6	273
ACVR1_ERBB3	UCEC	WithSecondM	1	1	2	14
ACVR1_ERBB3	UCEC	WOSecondM	1	19	6	285
ACVR1_ATM	UCEC	WithSecondM	1	1	1	24
ACVR1_ATM	UCEC	WOSecondM	1	19	7	275
ACVR1_ZFHX3	UCEC	WithSecondM	1	1	2	38
ACVR1_ZFHX3	UCEC	WOSecondM	1	19	6	261
ACVR1_PDS5B	UCEC	WithSecondM	1	1	1	11
ACVR1_PDS5B	UCEC	WOSecondM	1	19	7	288
ACVR1_CTNNB1	UCEC	WithSecondM	1	1	3	66
ACVR1_CTNNB1	UCEC	WOSecondM	1	19	5	233
ACVR1_AKT1	UCEC	WithSecondM	1	1	1	8
ACVR1_AKT1	UCEC	WOSecondM	1	19	7	291
ACVR1_PIK3CA	UCEC	WithSecondM	1	6	4	133
ACVR1_PIK3CA	UCEC	WOSecondM	1	14	4	166
ACVR1_ATR	UCEC	WithSecondM	1	1	1	10
ACVR1_ATR	UCEC	WOSecondM	1	19	7	289
ACVR1_CTNND1	UCEC	WithSecondM	1	1	1	10
ACVR1_CTNND1	UCEC	WOSecondM	1	19	7	289
ACVR1_MYCN	UCEC	WithSecondM	1	1	1	7
ACVR1_MYCN	UCEC	WOSecondM	1	19	7	292
ACVR1_KANSL1	UCEC	WithSecondM	1	1	3	17
ACVR1_KANSL1	UCEC	WOSecondM	1	19	5	282
ACVR1_CHD4	UCEC	WithSecondM	1	2	2	46
ACVR1_CHD4	UCEC	WOSecondM	1	18	6	253
ACVR1_INPPL1	UCEC	WithSecondM	1	1	1	31
ACVR1_INPPL1	UCEC	WOSecondM	1	19	7	268
ACVR1_PTEN	UCEC	WithSecondM	1	5	5	204
ACVR1_PTEN	UCEC	WOSecondM	1	15	3	95
ACVR1_U2AF1	UCEC	WithSecondM	1	2	1	3
ACVR1_U2AF1	UCEC	WOSecondM	1	18	7	296
ACVR1_NFE2L2	UCEC	WithSecondM	1	1	1	16
ACVR1_NFE2L2	UCEC	WOSecondM	1	19	7	283
ACVR1_MAP3K1	UCEC	WithSecondM	1	1	2	20
ACVR1_MAP3K1	UCEC	WOSecondM	1	19	6	279
ACVR1_NRAS	UCEC	WithSecondM	1	1	1	9
ACVR1_NRAS	UCEC	WOSecondM	1	19	7	290
ACVR1_RB1	UCEC	WithSecondM	1	3	1	16
ACVR1_RB1	UCEC	WOSecondM	1	17	7	283
ACVR1_SOX17	UCEC	WithSecondM	1	1	1	6
ACVR1_SOX17	UCEC	WOSecondM	1	19	7	293
ACVR1_PIK3R2	UCEC	WithSecondM	1	1	1	8
ACVR1_PIK3R2	UCEC	WOSecondM	1	19	7	291
ACVR1_PIK3R1	UCEC	WithSecondM	1	5	3	86
ACVR1_PIK3R1	UCEC	WOSecondM	1	15	5	213
ACVR1_ATF7IP	UCEC	WithSecondM	1	1	2	13
ACVR1_ATF7IP	UCEC	WOSecondM	1	19	6	286
ACVR1_SIN3A	UCEC	WithSecondM	1	1	2	14
ACVR1_SIN3A	UCEC	WOSecondM	1	19	6	285
ACVR1_SMC1A	UCEC	WithSecondM	1	1	1	1
ACVR1_SMC1A	UCEC	WOSecondM	1	19	7	298
ACVR1_KMT2B	UCEC	WithSecondM	1	1	1	41
ACVR1_KMT2B	UCEC	WOSecondM	1	19	7	258
ACVR1_RRAS2	UCEC	WithSecondM	1	1	1	5
ACVR1_RRAS2	UCEC	WOSecondM	1	19	7	294
ACVR1_SPOP	UCEC	WithSecondM	1	1	2	10
ACVR1_SPOP	UCEC	WOSecondM	1	19	6	289
ACVR1_CHD3	UCEC	WithSecondM	1	1	1	30
ACVR1_CHD3	UCEC	WOSecondM	1	19	7	269
ACVR1_SCAF4	UCEC	WithSecondM	1	1	1	19
ACVR1_SCAF4	UCEC	WOSecondM	1	19	7	280
ACVR1_MSH6	UCEC	WithSecondM	1	1	1	13
ACVR1_MSH6	UCEC	WOSecondM	1	19	7	286
ACVR1_BCOR	UCEC	WithSecondM	1	1	1	6
ACVR1_BCOR	UCEC	WOSecondM	1	19	7	293
ACVR1_TP53	UCEC	WithSecondM	1	16	1	84
ACVR1_TP53	UCEC	WOSecondM	1	4	7	215
ACVR1_EP300	UCEC	WithSecondM	1	2	1	22
ACVR1_EP300	UCEC	WOSecondM	1	18	7	277
ACVR1_FGFR2	UCEC	WithSecondM	1	2	3	35
ACVR1_FGFR2	UCEC	WOSecondM	1	18	5	264
ACVR1_KRAS	UCEC	WithSecondM	1	1	3	60
ACVR1_KRAS	UCEC	WOSecondM	1	19	5	239
ACVR1_ZMYM2	UCEC	WithSecondM	1	1	2	14
ACVR1_ZMYM2	UCEC	WOSecondM	1	19	6	285
ACVR1_DICER1	UCEC	WithSecondM	1	2	1	13
ACVR1_DICER1	UCEC	WOSecondM	1	18	7	286
ACVR1_ARID5B	UCEC	WithSecondM	1	2	2	20
ACVR1_ARID5B	UCEC	WOSecondM	1	18	6	279
ACVR1_SOS1	UCEC	WithSecondM	1	1	1	9
ACVR1_SOS1	UCEC	WOSecondM	1	19	7	290
ACVR1_CCND1	UCEC	WithSecondM	1	1	1	18
ACVR1_CCND1	UCEC	WOSecondM	1	19	7	281
ACVR1_MAX	UCEC	WithSecondM	1	1	1	7
ACVR1_MAX	UCEC	WOSecondM	1	19	7	292
ACVR1_ARID1A	UCEC	WithSecondM	1	1	5	126
ACVR1_ARID1A	UCEC	WOSecondM	1	19	3	173
ACVR1_ERBB2	UCEC	WithSecondM	1	2	2	11
ACVR1_ERBB2	UCEC	WOSecondM	1	18	6	288
ACVR1_TAF1	UCEC	WithSecondM	1	2	3	24
ACVR1_TAF1	UCEC	WOSecondM	1	18	5	275
ACVR1_FAT1	UCEC	WithSecondM	1	1	1	19
ACVR1_FAT1	UCEC	WOSecondM	1	19	7	280
ACVR1_FOXA2	UCEC	WithSecondM	1	2	1	11
ACVR1_FOXA2	UCEC	WOSecondM	1	18	7	288
ACVR1_KMT2C	UCEC	WithSecondM	1	2	2	16
ACVR1_KMT2C	UCEC	WOSecondM	1	18	6	283
ACVR1_ARHGAP35	UCEC	WithSecondM	1	2	1	27
ACVR1_ARHGAP35	UCEC	WOSecondM	1	18	7	272
ACVR1_PBRM1	UCEC	WithSecondM	1	2	1	9
ACVR1_PBRM1	UCEC	WOSecondM	1	18	7	290
ACVR1_FBXW7	UCEC	WithSecondM	1	4	3	34
ACVR1_FBXW7	UCEC	WOSecondM	1	16	5	265
ACVR1_CTCF	UCEC	WithSecondM	1	1	3	57
ACVR1_CTCF	UCEC	WOSecondM	1	19	5	242
ERBB3_PPP2R1A	UCEC	WithSecondM	1	10	2	24
ERBB3_PPP2R1A	UCEC	WOSecondM	1	15	11	258
ERBB3_ACVR1	UCEC	WithSecondM	1	1	2	6
ERBB3_ACVR1	UCEC	WOSecondM	1	24	11	276
ERBB3_ATM	UCEC	WithSecondM	1	3	1	21
ERBB3_ATM	UCEC	WOSecondM	1	22	12	261
ERBB3_ZFHX3	UCEC	WithSecondM	1	1	5	36
ERBB3_ZFHX3	UCEC	WOSecondM	1	24	8	246
ERBB3_PDS5B	UCEC	WithSecondM	1	1	1	12
ERBB3_PDS5B	UCEC	WOSecondM	1	24	12	270
ERBB3_CTNNB1	UCEC	WithSecondM	1	1	4	68
ERBB3_CTNNB1	UCEC	WOSecondM	1	24	9	214
ERBB3_AKT1	UCEC	WithSecondM	1	1	2	7
ERBB3_AKT1	UCEC	WOSecondM	1	24	11	275
ERBB3_PIK3CA	UCEC	WithSecondM	1	9	9	126
ERBB3_PIK3CA	UCEC	WOSecondM	1	16	4	156
ERBB3_ATR	UCEC	WithSecondM	1	1	2	9
ERBB3_ATR	UCEC	WOSecondM	1	24	11	273
ERBB3_CTNND1	UCEC	WithSecondM	1	1	1	9
ERBB3_CTNND1	UCEC	WOSecondM	1	24	12	273
ERBB3_MYCN	UCEC	WithSecondM	1	1	1	7
ERBB3_MYCN	UCEC	WOSecondM	1	24	12	275
ERBB3_KANSL1	UCEC	WithSecondM	1	1	2	19
ERBB3_KANSL1	UCEC	WOSecondM	1	24	11	263
ERBB3_CHD4	UCEC	WithSecondM	1	7	5	40
ERBB3_CHD4	UCEC	WOSecondM	1	18	8	242
ERBB3_INPPL1	UCEC	WithSecondM	1	1	1	27
ERBB3_INPPL1	UCEC	WOSecondM	1	24	12	255
ERBB3_PTEN	UCEC	WithSecondM	1	3	9	195
ERBB3_PTEN	UCEC	WOSecondM	1	22	4	87
ERBB3_U2AF1	UCEC	WithSecondM	1	1	1	6
ERBB3_U2AF1	UCEC	WOSecondM	1	24	12	276
ERBB3_NFE2L2	UCEC	WithSecondM	1	1	1	16
ERBB3_NFE2L2	UCEC	WOSecondM	1	24	12	266
ERBB3_MAP3K1	UCEC	WithSecondM	1	1	3	19
ERBB3_MAP3K1	UCEC	WOSecondM	1	24	10	263
ERBB3_NRAS	UCEC	WithSecondM	1	1	2	8
ERBB3_NRAS	UCEC	WOSecondM	1	24	11	274
ERBB3_RB1	UCEC	WithSecondM	1	1	3	15
ERBB3_RB1	UCEC	WOSecondM	1	24	10	267
ERBB3_SOX17	UCEC	WithSecondM	1	1	1	6
ERBB3_SOX17	UCEC	WOSecondM	1	24	12	276
ERBB3_PIK3R2	UCEC	WithSecondM	1	1	2	7
ERBB3_PIK3R2	UCEC	WOSecondM	1	24	11	275
ERBB3_PIK3R1	UCEC	WithSecondM	1	4	2	85
ERBB3_PIK3R1	UCEC	WOSecondM	1	21	11	197
ERBB3_ATF7IP	UCEC	WithSecondM	1	1	1	15
ERBB3_ATF7IP	UCEC	WOSecondM	1	24	12	267
ERBB3_SIN3A	UCEC	WithSecondM	1	1	2	15
ERBB3_SIN3A	UCEC	WOSecondM	1	24	11	267
ERBB3_SMC1A	UCEC	WithSecondM	1	1	1	1
ERBB3_SMC1A	UCEC	WOSecondM	1	24	12	281
ERBB3_KMT2B	UCEC	WithSecondM	1	1	5	36
ERBB3_KMT2B	UCEC	WOSecondM	1	24	8	246
ERBB3_RRAS2	UCEC	WithSecondM	1	1	2	5
ERBB3_RRAS2	UCEC	WOSecondM	1	24	11	277
ERBB3_SPOP	UCEC	WithSecondM	1	3	1	8
ERBB3_SPOP	UCEC	WOSecondM	1	22	12	274
ERBB3_CHD3	UCEC	WithSecondM	1	2	3	27
ERBB3_CHD3	UCEC	WOSecondM	1	23	10	255
ERBB3_SCAF4	UCEC	WithSecondM	1	1	1	21
ERBB3_SCAF4	UCEC	WOSecondM	1	24	12	261
ERBB3_MSH6	UCEC	WithSecondM	1	2	3	8
ERBB3_MSH6	UCEC	WOSecondM	1	23	10	274
ERBB3_BCOR	UCEC	WithSecondM	1	1	3	4
ERBB3_BCOR	UCEC	WOSecondM	1	24	10	278
ERBB3_TP53	UCEC	WithSecondM	1	20	4	75
ERBB3_TP53	UCEC	WOSecondM	1	5	9	207
ERBB3_EP300	UCEC	WithSecondM	1	1	4	18
ERBB3_EP300	UCEC	WOSecondM	1	24	9	264
ERBB3_FGFR2	UCEC	WithSecondM	1	2	3	37
ERBB3_FGFR2	UCEC	WOSecondM	1	23	10	245
ERBB3_KRAS	UCEC	WithSecondM	1	1	3	55
ERBB3_KRAS	UCEC	WOSecondM	1	24	10	227
ERBB3_ZMYM2	UCEC	WithSecondM	1	1	3	13
ERBB3_ZMYM2	UCEC	WOSecondM	1	24	10	269
ERBB3_DICER1	UCEC	WithSecondM	1	1	1	13
ERBB3_DICER1	UCEC	WOSecondM	1	24	12	269
ERBB3_ARID5B	UCEC	WithSecondM	1	2	3	20
ERBB3_ARID5B	UCEC	WOSecondM	1	23	10	262
ERBB3_SOS1	UCEC	WithSecondM	1	3	1	7
ERBB3_SOS1	UCEC	WOSecondM	1	22	12	275
ERBB3_CCND1	UCEC	WithSecondM	1	1	3	17
ERBB3_CCND1	UCEC	WOSecondM	1	24	10	265
ERBB3_MAX	UCEC	WithSecondM	1	1	1	7
ERBB3_MAX	UCEC	WOSecondM	1	24	12	275
ERBB3_ARID1A	UCEC	WithSecondM	1	2	5	127
ERBB3_ARID1A	UCEC	WOSecondM	1	23	8	155
ERBB3_ERBB2	UCEC	WithSecondM	1	1	2	11
ERBB3_ERBB2	UCEC	WOSecondM	1	24	11	271
ERBB3_TAF1	UCEC	WithSecondM	1	2	4	25
ERBB3_TAF1	UCEC	WOSecondM	1	23	9	257
ERBB3_FAT1	UCEC	WithSecondM	1	1	3	17
ERBB3_FAT1	UCEC	WOSecondM	1	24	10	265
ERBB3_FOXA2	UCEC	WithSecondM	1	1	2	9
ERBB3_FOXA2	UCEC	WOSecondM	1	24	11	273
ERBB3_KMT2C	UCEC	WithSecondM	1	1	4	17
ERBB3_KMT2C	UCEC	WOSecondM	1	24	9	265
ERBB3_ARHGAP35	UCEC	WithSecondM	1	4	3	23
ERBB3_ARHGAP35	UCEC	WOSecondM	1	21	10	259
ERBB3_PBRM1	UCEC	WithSecondM	1	1	3	7
ERBB3_PBRM1	UCEC	WOSecondM	1	24	10	275
ERBB3_FBXW7	UCEC	WithSecondM	1	3	4	34
ERBB3_FBXW7	UCEC	WOSecondM	1	22	9	248
ERBB3_CTCF	UCEC	WithSecondM	1	2	2	55
ERBB3_CTCF	UCEC	WOSecondM	1	23	11	227
ATM_PPP2R1A	UCEC	WithSecondM	3	21	1	23
ATM_PPP2R1A	UCEC	WOSecondM	3	53	22	254
ATM_ACVR1	UCEC	WithSecondM	1	1	1	7
ATM_ACVR1	UCEC	WOSecondM	5	73	22	270
ATM_ERBB3	UCEC	WithSecondM	1	2	2	16
ATM_ERBB3	UCEC	WOSecondM	5	72	21	261
ATM_ZFHX3	UCEC	WithSecondM	1	3	4	36
ATM_ZFHX3	UCEC	WOSecondM	5	71	19	241
ATM_PDS5B	UCEC	WithSecondM	1	1	6	7
ATM_PDS5B	UCEC	WOSecondM	5	73	17	270
ATM_CTNNB1	UCEC	WithSecondM	1	3	6	66
ATM_CTNNB1	UCEC	WOSecondM	5	71	17	211
ATM_AKT1	UCEC	WithSecondM	1	1	2	8
ATM_AKT1	UCEC	WOSecondM	5	73	21	269
ATM_PIK3CA	UCEC	WithSecondM	2	22	12	131
ATM_PIK3CA	UCEC	WOSecondM	4	52	11	146
ATM_ATR	UCEC	WithSecondM	1	1	1	10
ATM_ATR	UCEC	WOSecondM	5	73	22	267
ATM_CTNND1	UCEC	WithSecondM	1	2	2	9
ATM_CTNND1	UCEC	WOSecondM	5	72	21	268
ATM_MYCN	UCEC	WithSecondM	1	1	1	7
ATM_MYCN	UCEC	WOSecondM	5	73	22	270
ATM_KANSL1	UCEC	WithSecondM	1	1	2	20
ATM_KANSL1	UCEC	WOSecondM	5	73	21	257
ATM_CHD4	UCEC	WithSecondM	3	9	5	41
ATM_CHD4	UCEC	WOSecondM	3	65	18	236
ATM_INPPL1	UCEC	WithSecondM	1	3	4	27
ATM_INPPL1	UCEC	WOSecondM	5	71	19	250
ATM_PTEN	UCEC	WithSecondM	3	18	19	184
ATM_PTEN	UCEC	WOSecondM	3	56	4	93
ATM_U2AF1	UCEC	WithSecondM	1	4	1	4
ATM_U2AF1	UCEC	WOSecondM	5	70	22	273
ATM_NFE2L2	UCEC	WithSecondM	1	1	4	14
ATM_NFE2L2	UCEC	WOSecondM	5	73	19	263
ATM_MAP3K1	UCEC	WithSecondM	1	3	3	19
ATM_MAP3K1	UCEC	WOSecondM	5	71	20	258
ATM_NRAS	UCEC	WithSecondM	1	1	3	6
ATM_NRAS	UCEC	WOSecondM	5	73	20	271
ATM_RB1	UCEC	WithSecondM	2	4	2	13
ATM_RB1	UCEC	WOSecondM	4	70	21	264
ATM_SOX17	UCEC	WithSecondM	1	1	2	5
ATM_SOX17	UCEC	WOSecondM	5	73	21	272
ATM_PIK3R2	UCEC	WithSecondM	1	1	1	8
ATM_PIK3R2	UCEC	WOSecondM	5	73	22	269
ATM_PIK3R1	UCEC	WithSecondM	2	11	6	80
ATM_PIK3R1	UCEC	WOSecondM	4	63	17	197
ATM_ATF7IP	UCEC	WithSecondM	1	2	3	13
ATM_ATF7IP	UCEC	WOSecondM	5	72	20	264
ATM_SIN3A	UCEC	WithSecondM	1	1	2	15
ATM_SIN3A	UCEC	WOSecondM	5	73	21	262
ATM_SMC1A	UCEC	WithSecondM	1	1	1	1
ATM_SMC1A	UCEC	WOSecondM	5	73	22	276
ATM_KMT2B	UCEC	WithSecondM	1	2	6	35
ATM_KMT2B	UCEC	WOSecondM	5	72	17	242
ATM_RRAS2	UCEC	WithSecondM	1	2	2	4
ATM_RRAS2	UCEC	WOSecondM	5	72	21	273
ATM_SPOP	UCEC	WithSecondM	1	4	1	11
ATM_SPOP	UCEC	WOSecondM	5	70	22	266
ATM_CHD3	UCEC	WithSecondM	1	1	7	25
ATM_CHD3	UCEC	WOSecondM	5	73	16	252
ATM_SCAF4	UCEC	WithSecondM	1	1	3	20
ATM_SCAF4	UCEC	WOSecondM	5	73	20	257
ATM_MSH6	UCEC	WithSecondM	2	1	5	8
ATM_MSH6	UCEC	WOSecondM	4	73	18	269
ATM_BCOR	UCEC	WithSecondM	1	1	1	6
ATM_BCOR	UCEC	WOSecondM	5	73	22	271
ATM_TP53	UCEC	WithSecondM	4	57	4	74
ATM_TP53	UCEC	WOSecondM	2	17	19	203
ATM_EP300	UCEC	WithSecondM	2	2	3	20
ATM_EP300	UCEC	WOSecondM	4	72	20	257
ATM_FGFR2	UCEC	WithSecondM	2	4	4	33
ATM_FGFR2	UCEC	WOSecondM	4	70	19	244
ATM_KRAS	UCEC	WithSecondM	2	5	8	55
ATM_KRAS	UCEC	WOSecondM	4	69	15	222
ATM_ZMYM2	UCEC	WithSecondM	1	1	3	13
ATM_ZMYM2	UCEC	WOSecondM	5	73	20	264
ATM_DICER1	UCEC	WithSecondM	2	1	4	10
ATM_DICER1	UCEC	WOSecondM	4	73	19	267
ATM_ARID5B	UCEC	WithSecondM	1	2	5	20
ATM_ARID5B	UCEC	WOSecondM	5	72	18	257
ATM_SOS1	UCEC	WithSecondM	1	1	2	9
ATM_SOS1	UCEC	WOSecondM	5	73	21	268
ATM_CCND1	UCEC	WithSecondM	1	1	2	18
ATM_CCND1	UCEC	WOSecondM	5	73	21	259
ATM_MAX	UCEC	WithSecondM	1	1	2	6
ATM_MAX	UCEC	WOSecondM	5	73	21	271
ATM_ARID1A	UCEC	WithSecondM	2	6	13	121
ATM_ARID1A	UCEC	WOSecondM	4	68	10	156
ATM_ERBB2	UCEC	WithSecondM	1	2	4	9
ATM_ERBB2	UCEC	WOSecondM	5	72	19	268
ATM_TAF1	UCEC	WithSecondM	1	5	5	23
ATM_TAF1	UCEC	WOSecondM	5	69	18	254
ATM_FAT1	UCEC	WithSecondM	1	2	3	19
ATM_FAT1	UCEC	WOSecondM	5	72	20	258
ATM_FOXA2	UCEC	WithSecondM	1	6	1	10
ATM_FOXA2	UCEC	WOSecondM	5	68	22	267
ATM_KMT2C	UCEC	WithSecondM	1	2	2	19
ATM_KMT2C	UCEC	WOSecondM	5	72	21	258
ATM_ARHGAP35	UCEC	WithSecondM	2	7	5	20
ATM_ARHGAP35	UCEC	WOSecondM	4	67	18	257
ATM_PBRM1	UCEC	WithSecondM	1	2	3	8
ATM_PBRM1	UCEC	WOSecondM	5	72	20	269
ATM_FBXW7	UCEC	WithSecondM	2	10	4	37
ATM_FBXW7	UCEC	WOSecondM	4	64	19	240
ATM_CTCF	UCEC	WithSecondM	1	2	10	50
ATM_CTCF	UCEC	WOSecondM	5	72	13	227
ZFHX3_PPP2R1A	UCEC	WithSecondM	1	37	1	11
ZFHX3_PPP2R1A	UCEC	WOSecondM	3	88	38	193
ZFHX3_ACVR1	UCEC	WithSecondM	1	1	2	6
ZFHX3_ACVR1	UCEC	WOSecondM	3	124	37	198
ZFHX3_ERBB3	UCEC	WithSecondM	1	4	5	10
ZFHX3_ERBB3	UCEC	WOSecondM	3	121	34	194
ZFHX3_ATM	UCEC	WithSecondM	1	6	4	18
ZFHX3_ATM	UCEC	WOSecondM	3	119	35	186
ZFHX3_PDS5B	UCEC	WithSecondM	1	1	4	7
ZFHX3_PDS5B	UCEC	WOSecondM	3	124	35	197
ZFHX3_CTNNB1	UCEC	WithSecondM	1	11	6	59
ZFHX3_CTNNB1	UCEC	WOSecondM	3	114	33	145
ZFHX3_AKT1	UCEC	WithSecondM	1	3	2	6
ZFHX3_AKT1	UCEC	WOSecondM	3	122	37	198
