Gene	Tissue	Target	Mut_Loss	NoMut_Loss	Mut_WT	NoMut_WT
SPTAN1_EP300	BLCA	WithSecondM	2	20	2	24
SPTAN1_EP300	BLCA	WOSecondM	21	118	15	130
SPTAN1_FGFR3	BLCA	WithSecondM	13	23	1	16
SPTAN1_FGFR3	BLCA	WOSecondM	10	115	16	138
SPTAN1_KRAS	BLCA	WithSecondM	1	5	1	11
SPTAN1_KRAS	BLCA	WOSecondM	22	133	16	143
SPTAN1_PSIP1	BLCA	WithSecondM	3	12	1	5
SPTAN1_PSIP1	BLCA	WOSecondM	20	126	16	149
SPTAN1_ERBB2	BLCA	WithSecondM	3	15	6	19
SPTAN1_ERBB2	BLCA	WOSecondM	20	123	11	135
SPTAN1_ARID1A	BLCA	WithSecondM	4	37	9	36
SPTAN1_ARID1A	BLCA	WOSecondM	19	101	8	118
SPTAN1_FOXA1	BLCA	WithSecondM	1	7	1	6
SPTAN1_FOXA1	BLCA	WOSecondM	22	131	16	148
SPTAN1_PTEN	BLCA	WithSecondM	2	1	1	9
SPTAN1_PTEN	BLCA	WOSecondM	21	137	16	145
SPTAN1_FAT1	BLCA	WithSecondM	3	14	2	18
SPTAN1_FAT1	BLCA	WOSecondM	20	124	15	136
SPTAN1_GNA13	BLCA	WithSecondM	1	5	2	5
SPTAN1_GNA13	BLCA	WOSecondM	22	133	15	149
SPTAN1_PIK3CA	BLCA	WithSecondM	6	28	8	25
SPTAN1_PIK3CA	BLCA	WOSecondM	17	110	9	129
SPTAN1_CREBBP	BLCA	WithSecondM	3	14	2	21
SPTAN1_CREBBP	BLCA	WOSecondM	20	124	15	133
CDKN1A_FOXQ1	BLCA	WithSecondM	1	4	1	8
CDKN1A_FOXQ1	BLCA	WOSecondM	11	71	21	182
CDKN1A_SPTAN1	BLCA	WithSecondM	1	6	6	23
CDKN1A_SPTAN1	BLCA	WOSecondM	11	69	16	167
CDKN1A_ATM	BLCA	WithSecondM	2	8	4	26
CDKN1A_ATM	BLCA	WOSecondM	10	67	18	164
CDKN1A_SF3B1	BLCA	WithSecondM	1	4	2	9
CDKN1A_SF3B1	BLCA	WOSecondM	11	71	20	181
CDKN1A_ERCC2	BLCA	WithSecondM	1	6	2	11
CDKN1A_ERCC2	BLCA	WOSecondM	11	69	20	179
CDKN1A_SF1	BLCA	WithSecondM	1	4	1	4
CDKN1A_SF1	BLCA	WOSecondM	11	71	21	186
CDKN1A_CTNNB1	BLCA	WithSecondM	1	4	1	8
CDKN1A_CTNNB1	BLCA	WOSecondM	11	71	21	182
CDKN1A_TXNIP	BLCA	WithSecondM	2	2	2	7
CDKN1A_TXNIP	BLCA	WOSecondM	10	73	20	183
CDKN1A_ELF3	BLCA	WithSecondM	2	11	4	23
CDKN1A_ELF3	BLCA	WOSecondM	10	64	18	167
CDKN1A_TSC1	BLCA	WithSecondM	2	5	5	15
CDKN1A_TSC1	BLCA	WOSecondM	10	70	17	175
CDKN1A_KANSL1	BLCA	WithSecondM	1	6	3	10
CDKN1A_KANSL1	BLCA	WOSecondM	11	69	19	180
CDKN1A_TP53	BLCA	WithSecondM	2	43	9	72
CDKN1A_TP53	BLCA	WOSecondM	10	32	13	118
CDKN1A_NFE2L2	BLCA	WithSecondM	1	6	3	15
CDKN1A_NFE2L2	BLCA	WOSecondM	11	69	19	175
CDKN1A_ASXL2	BLCA	WithSecondM	1	5	4	12
CDKN1A_ASXL2	BLCA	WOSecondM	11	70	18	178
CDKN1A_NRAS	BLCA	WithSecondM	1	2	2	7
CDKN1A_NRAS	BLCA	WOSecondM	11	73	20	183
CDKN1A_RB1	BLCA	WithSecondM	3	11	6	29
CDKN1A_RB1	BLCA	WOSecondM	9	64	16	161
CDKN1A_KLF5	BLCA	WithSecondM	1	2	2	16
CDKN1A_KLF5	BLCA	WOSecondM	11	73	20	174
CDKN1A_RBM10	BLCA	WithSecondM	1	4	1	6
CDKN1A_RBM10	BLCA	WOSecondM	11	71	21	184
CDKN1A_KDM6A	BLCA	WithSecondM	2	26	4	48
CDKN1A_KDM6A	BLCA	WOSecondM	10	49	18	142
CDKN1A_CUL1	BLCA	WithSecondM	1	2	3	9
CDKN1A_CUL1	BLCA	WOSecondM	11	73	19	181
CDKN1A_FBXW7	BLCA	WithSecondM	2	4	2	16
CDKN1A_FBXW7	BLCA	WOSecondM	10	71	20	174
CDKN1A_KMT2C	BLCA	WithSecondM	3	11	7	36
CDKN1A_KMT2C	BLCA	WOSecondM	9	64	15	154
CDKN1A_ERBB3	BLCA	WithSecondM	1	17	3	13
CDKN1A_ERBB3	BLCA	WOSecondM	11	58	19	177
CDKN1A_CDKN2A	BLCA	WithSecondM	2	6	1	11
CDKN1A_CDKN2A	BLCA	WOSecondM	10	69	21	179
CDKN1A_DIAPH2	BLCA	WithSecondM	1	4	2	9
CDKN1A_DIAPH2	BLCA	WOSecondM	11	71	20	181
CDKN1A_KMT2D	BLCA	WithSecondM	3	20	5	47
CDKN1A_KMT2D	BLCA	WOSecondM	9	55	17	143
CDKN1A_STAG2	BLCA	WithSecondM	3	14	2	30
CDKN1A_STAG2	BLCA	WOSecondM	9	61	20	160
CDKN1A_RXRA	BLCA	WithSecondM	1	9	2	10
CDKN1A_RXRA	BLCA	WOSecondM	11	66	20	180
CDKN1A_ZFP36L1	BLCA	WithSecondM	1	8	1	16
CDKN1A_ZFP36L1	BLCA	WOSecondM	11	67	21	174
CDKN1A_HRAS	BLCA	WithSecondM	1	3	3	11
CDKN1A_HRAS	BLCA	WOSecondM	11	72	19	179
CDKN1A_RHOB	BLCA	WithSecondM	1	7	2	10
CDKN1A_RHOB	BLCA	WOSecondM	11	68	20	180
CDKN1A_RHOA	BLCA	WithSecondM	1	4	2	12
CDKN1A_RHOA	BLCA	WOSecondM	11	71	20	178
CDKN1A_EP300	BLCA	WithSecondM	1	15	5	21
CDKN1A_EP300	BLCA	WOSecondM	11	60	17	169
CDKN1A_FGFR3	BLCA	WithSecondM	2	9	8	31
CDKN1A_FGFR3	BLCA	WOSecondM	10	66	14	159
CDKN1A_KRAS	BLCA	WithSecondM	1	2	1	9
CDKN1A_KRAS	BLCA	WOSecondM	11	73	21	181
CDKN1A_PSIP1	BLCA	WithSecondM	1	7	3	6
CDKN1A_PSIP1	BLCA	WOSecondM	11	68	19	184
CDKN1A_ERBB2	BLCA	WithSecondM	2	8	2	21
CDKN1A_ERBB2	BLCA	WOSecondM	10	67	20	169
CDKN1A_ARID1A	BLCA	WithSecondM	6	20	4	47
CDKN1A_ARID1A	BLCA	WOSecondM	6	55	18	143
CDKN1A_FOXA1	BLCA	WithSecondM	1	4	2	7
CDKN1A_FOXA1	BLCA	WOSecondM	11	71	20	183
CDKN1A_PTEN	BLCA	WithSecondM	1	3	3	6
CDKN1A_PTEN	BLCA	WOSecondM	11	72	19	184
CDKN1A_FAT1	BLCA	WithSecondM	2	10	3	23
CDKN1A_FAT1	BLCA	WOSecondM	10	65	19	167
CDKN1A_GNA13	BLCA	WithSecondM	1	2	2	5
CDKN1A_GNA13	BLCA	WOSecondM	11	73	20	185
