Gene	Tissue	Target	Mut_Gain	NoMut_Gain	Mut_WT	NoMut_WT
ERBB3_ATF7IP	UCEC	WithSecondM	2	1	2	15
ERBB3_ATF7IP	UCEC	WOSecondM	8	73	17	261
ERBB3_SIN3A	UCEC	WithSecondM	3	3	4	19
ERBB3_SIN3A	UCEC	WOSecondM	7	71	15	257
ERBB3_SMC1A	UCEC	WithSecondM	1	4	2	14
ERBB3_SMC1A	UCEC	WOSecondM	9	70	17	262
ERBB3_KMT2B	UCEC	WithSecondM	1	3	10	55
ERBB3_KMT2B	UCEC	WOSecondM	9	71	9	221
ERBB3_RRAS2	UCEC	WithSecondM	1	1	2	6
ERBB3_RRAS2	UCEC	WOSecondM	9	73	17	270
ERBB3_SPOP	UCEC	WithSecondM	1	8	1	18
ERBB3_SPOP	UCEC	WOSecondM	9	66	18	258
ERBB3_CHD3	UCEC	WithSecondM	2	2	5	33
ERBB3_CHD3	UCEC	WOSecondM	8	72	14	243
ERBB3_SCAF4	UCEC	WithSecondM	3	1	3	28
ERBB3_SCAF4	UCEC	WOSecondM	7	73	16	248
ERBB3_MSH6	UCEC	WithSecondM	4	1	4	10
ERBB3_MSH6	UCEC	WOSecondM	6	73	15	266
ERBB3_BCOR	UCEC	WithSecondM	1	1	5	37
ERBB3_BCOR	UCEC	WOSecondM	9	73	14	239
ERBB3_TP53	UCEC	WithSecondM	5	52	6	73
ERBB3_TP53	UCEC	WOSecondM	5	22	13	203
ERBB3_EP300	UCEC	WithSecondM	2	4	4	22
ERBB3_EP300	UCEC	WOSecondM	8	70	15	254
ERBB3_FGFR2	UCEC	WithSecondM	2	3	3	37
ERBB3_FGFR2	UCEC	WOSecondM	8	71	16	239
ERBB3_KRAS	UCEC	WithSecondM	3	11	6	53
ERBB3_KRAS	UCEC	WOSecondM	7	63	13	223
ERBB3_ZMYM2	UCEC	WithSecondM	1	2	5	19
ERBB3_ZMYM2	UCEC	WOSecondM	9	72	14	257
ERBB3_DICER1	UCEC	WithSecondM	3	2	2	16
ERBB3_DICER1	UCEC	WOSecondM	7	72	17	260
ERBB3_ARID5B	UCEC	WithSecondM	1	3	6	27
ERBB3_ARID5B	UCEC	WOSecondM	9	71	13	249
ERBB3_SOS1	UCEC	WithSecondM	2	2	1	11
ERBB3_SOS1	UCEC	WOSecondM	8	72	18	265
ERBB3_CCND1	UCEC	WithSecondM	1	1	3	22
ERBB3_CCND1	UCEC	WOSecondM	9	73	16	254
ERBB3_MAX	UCEC	WithSecondM	1	1	1	9
ERBB3_MAX	UCEC	WOSecondM	9	73	18	267
ERBB3_ARID1A	UCEC	WithSecondM	4	7	10	129
ERBB3_ARID1A	UCEC	WOSecondM	6	67	9	147
ERBB3_ERBB2	UCEC	WithSecondM	1	3	3	12
ERBB3_ERBB2	UCEC	WOSecondM	9	71	16	264
ERBB3_TAF1	UCEC	WithSecondM	2	7	7	32
ERBB3_TAF1	UCEC	WOSecondM	8	67	12	244
ERBB3_FAT1	UCEC	WithSecondM	4	3	6	32
ERBB3_FAT1	UCEC	WOSecondM	6	71	13	244
ERBB3_FOXA2	UCEC	WithSecondM	2	6	2	15
ERBB3_FOXA2	UCEC	WOSecondM	8	68	17	261
ERBB3_KMT2C	UCEC	WithSecondM	1	3	7	35
ERBB3_KMT2C	UCEC	WOSecondM	9	71	12	241
ERBB3_ARHGAP35	UCEC	WithSecondM	3	8	6	32
ERBB3_ARHGAP35	UCEC	WOSecondM	7	66	13	244
ERBB3_PBRM1	UCEC	WithSecondM	1	5	4	12
ERBB3_PBRM1	UCEC	WOSecondM	9	69	15	264
ERBB3_FBXW7	UCEC	WithSecondM	1	14	5	36
ERBB3_FBXW7	UCEC	WOSecondM	9	60	14	240
ERBB3_CTCF	UCEC	WithSecondM	2	4	6	58
ERBB3_CTCF	UCEC	WOSecondM	8	70	13	218
ATM_PPP2R1A	UCEC	WithSecondM	1	11	4	24
ATM_PPP2R1A	UCEC	WOSecondM	1	11	28	244
ATM_ACVR1	UCEC	WithSecondM	1	2	4	14
ATM_ACVR1	UCEC	WOSecondM	1	20	28	254
ATM_ERBB3	UCEC	WithSecondM	1	1	5	19
ATM_ERBB3	UCEC	WOSecondM	1	21	27	249
ATM_ZFHX3	UCEC	WithSecondM	1	4	8	44
ATM_ZFHX3	UCEC	WOSecondM	1	18	24	224
ATM_PDS5B	UCEC	WithSecondM	1	1	10	7
ATM_PDS5B	UCEC	WOSecondM	1	21	22	261
ATM_CTNNB1	UCEC	WithSecondM	1	3	8	65
ATM_CTNNB1	UCEC	WOSecondM	1	19	24	203
ATM_AKT1	UCEC	WithSecondM	1	1	2	11
ATM_AKT1	UCEC	WOSecondM	1	21	30	257
ATM_PIK3CA	UCEC	WithSecondM	1	6	18	129
ATM_PIK3CA	UCEC	WOSecondM	1	16	14	139
ATM_ATR	UCEC	WithSecondM	1	2	5	14
ATM_ATR	UCEC	WOSecondM	1	20	27	254
ATM_CTNND1	UCEC	WithSecondM	1	2	4	14
ATM_CTNND1	UCEC	WOSecondM	1	20	28	254
ATM_MYCN	UCEC	WithSecondM	1	1	2	10
ATM_MYCN	UCEC	WOSecondM	1	21	30	258
ATM_KANSL1	UCEC	WithSecondM	1	1	7	23
ATM_KANSL1	UCEC	WOSecondM	1	21	25	245
ATM_CHD4	UCEC	WithSecondM	1	4	10	40
ATM_CHD4	UCEC	WOSecondM	1	18	22	228
ATM_INPPL1	UCEC	WithSecondM	1	1	6	30
ATM_INPPL1	UCEC	WOSecondM	1	21	26	238
ATM_PTEN	UCEC	WithSecondM	1	5	26	179
ATM_PTEN	UCEC	WOSecondM	1	17	6	89
ATM_U2AF1	UCEC	WithSecondM	1	1	1	5
ATM_U2AF1	UCEC	WOSecondM	1	21	31	263
ATM_NFE2L2	UCEC	WithSecondM	1	2	5	15
ATM_NFE2L2	UCEC	WOSecondM	1	20	27	253
ATM_MAP3K1	UCEC	WithSecondM	1	1	5	18
ATM_MAP3K1	UCEC	WOSecondM	1	21	27	250
ATM_NRAS	UCEC	WithSecondM	1	2	5	4
ATM_NRAS	UCEC	WOSecondM	1	20	27	264
ATM_RB1	UCEC	WithSecondM	1	2	4	15
ATM_RB1	UCEC	WOSecondM	1	20	28	253
ATM_SOX17	UCEC	WithSecondM	1	1	4	15
ATM_SOX17	UCEC	WOSecondM	1	21	28	253
ATM_PIK3R2	UCEC	WithSecondM	1	1	2	13
ATM_PIK3R2	UCEC	WOSecondM	1	21	30	255
ATM_PIK3R1	UCEC	WithSecondM	1	5	10	79
ATM_PIK3R1	UCEC	WOSecondM	1	17	22	189
ATM_ATF7IP	UCEC	WithSecondM	1	1	4	13
ATM_ATF7IP	UCEC	WOSecondM	1	21	28	255
ATM_SIN3A	UCEC	WithSecondM	1	1	6	20
ATM_SIN3A	UCEC	WOSecondM	1	21	26	248
ATM_SMC1A	UCEC	WithSecondM	1	1	5	14
ATM_SMC1A	UCEC	WOSecondM	1	21	27	254
ATM_KMT2B	UCEC	WithSecondM	1	1	10	56
ATM_KMT2B	UCEC	WOSecondM	1	21	22	212
ATM_RRAS2	UCEC	WithSecondM	1	1	2	5
ATM_RRAS2	UCEC	WOSecondM	1	21	30	263
ATM_SPOP	UCEC	WithSecondM	1	3	2	21
ATM_SPOP	UCEC	WOSecondM	1	19	30	247
ATM_CHD3	UCEC	WithSecondM	1	1	11	29
ATM_CHD3	UCEC	WOSecondM	1	21	21	239
ATM_SCAF4	UCEC	WithSecondM	1	1	10	23
ATM_SCAF4	UCEC	WOSecondM	1	21	22	245
ATM_MSH6	UCEC	WithSecondM	1	1	7	10
ATM_MSH6	UCEC	WOSecondM	1	21	25	258
ATM_BCOR	UCEC	WithSecondM	1	1	5	37
ATM_BCOR	UCEC	WOSecondM	1	21	27	231
ATM_TP53	UCEC	WithSecondM	1	16	6	72
ATM_TP53	UCEC	WOSecondM	1	6	26	196
ATM_EP300	UCEC	WithSecondM	1	2	6	21
ATM_EP300	UCEC	WOSecondM	1	20	26	247
ATM_FGFR2	UCEC	WithSecondM	1	3	5	32
ATM_FGFR2	UCEC	WOSecondM	1	19	27	236
ATM_KRAS	UCEC	WithSecondM	1	3	12	52
ATM_KRAS	UCEC	WOSecondM	1	19	20	216
ATM_ZMYM2	UCEC	WithSecondM	1	1	8	16
ATM_ZMYM2	UCEC	WOSecondM	1	21	24	252
ATM_DICER1	UCEC	WithSecondM	1	2	5	13
ATM_DICER1	UCEC	WOSecondM	1	20	27	255
ATM_ARID5B	UCEC	WithSecondM	1	2	13	21
ATM_ARID5B	UCEC	WOSecondM	1	20	19	247
