Gene	Tissue	Target	Mut_Gain	NoMut_Gain	Mut_WT	NoMut_WT
ARID1A_FBXW7	UCS	WithSecondM	1	5	1	14
ARID1A_FBXW7	UCS	WOSecondM	5	9	2	11
RFC1_PPP2R1A	UCS	WithSecondM	1	4	2	4
RFC1_PPP2R1A	UCS	WOSecondM	1	14	1	10
RFC1_TP53	UCS	WithSecondM	1	17	2	11
RFC1_TP53	UCS	WOSecondM	1	1	1	3
RFC1_CHD4	UCS	WithSecondM	1	3	1	3
RFC1_CHD4	UCS	WOSecondM	1	15	2	11
RFC1_ZBTB7B	UCS	WithSecondM	1	1	1	1
RFC1_ZBTB7B	UCS	WOSecondM	1	17	2	13
RFC1_PIK3CA	UCS	WithSecondM	1	8	1	6
RFC1_PIK3CA	UCS	WOSecondM	1	10	2	8
RFC1_ARID1A	UCS	WithSecondM	1	3	1	1
RFC1_ARID1A	UCS	WOSecondM	1	15	2	13
RFC1_MAP3K4	UCS	WithSecondM	1	1	1	1
RFC1_MAP3K4	UCS	WOSecondM	1	17	2	13
RFC1_PTEN	UCS	WithSecondM	1	1	1	5
RFC1_PTEN	UCS	WOSecondM	1	17	2	9
RFC1_RB1	UCS	WithSecondM	1	2	1	3
RFC1_RB1	UCS	WOSecondM	1	16	2	11
RFC1_PIK3R1	UCS	WithSecondM	1	2	1	4
RFC1_PIK3R1	UCS	WOSecondM	1	16	2	10
RFC1_KRAS	UCS	WithSecondM	1	1	1	3
RFC1_KRAS	UCS	WOSecondM	1	17	2	11
RFC1_FBXW7	UCS	WithSecondM	1	5	2	7
RFC1_FBXW7	UCS	WOSecondM	1	13	1	7
MAP3K4_PPP2R1A	UCS	WithSecondM	2	9	1	4
MAP3K4_PPP2R1A	UCS	WOSecondM	2	15	1	20
MAP3K4_TP53	UCS	WithSecondM	3	21	1	21
MAP3K4_TP53	UCS	WOSecondM	1	3	1	3
MAP3K4_CHD4	UCS	WithSecondM	1	5	1	4
MAP3K4_CHD4	UCS	WOSecondM	3	19	1	20
MAP3K4_ZBTB7B	UCS	WithSecondM	1	2	1	1
MAP3K4_ZBTB7B	UCS	WOSecondM	3	22	1	23
MAP3K4_PIK3CA	UCS	WithSecondM	2	6	1	11
MAP3K4_PIK3CA	UCS	WOSecondM	2	18	1	13
MAP3K4_ARID1A	UCS	WithSecondM	2	2	1	3
MAP3K4_ARID1A	UCS	WOSecondM	2	22	1	21
MAP3K4_RFC1	UCS	WithSecondM	1	2	1	2
MAP3K4_RFC1	UCS	WOSecondM	3	22	1	22
MAP3K4_PTEN	UCS	WithSecondM	2	3	1	7
MAP3K4_PTEN	UCS	WOSecondM	2	21	1	17
MAP3K4_RB1	UCS	WithSecondM	1	3	1	2
MAP3K4_RB1	UCS	WOSecondM	3	21	1	22
MAP3K4_PIK3R1	UCS	WithSecondM	1	3	1	4
