Gene	Tissue	Target	Mut_Loss	NoMut_Loss	Mut_WT	NoMut_WT
KRAS_KDM6A	KIRP	WOSecondM	1	2	4	157
KRAS_NF2	KIRP	WithSecondM	1	1	1	7
KRAS_NF2	KIRP	WOSecondM	1	2	4	156
KRAS_BAP1	KIRP	WithSecondM	1	1	1	5
KRAS_BAP1	KIRP	WOSecondM	1	2	4	158
KRAS_SETD2	KIRP	WithSecondM	1	2	1	9
KRAS_SETD2	KIRP	WOSecondM	1	1	4	154
KRAS_CUL3	KIRP	WithSecondM	1	1	1	6
KRAS_CUL3	KIRP	WOSecondM	1	2	4	157
CUL3_SMARCB1	KIRP	WithSecondM	1	1	1	7
CUL3_SMARCB1	KIRP	WOSecondM	2	7	5	212
CUL3_PIK3CA	KIRP	WithSecondM	1	1	2	3
CUL3_PIK3CA	KIRP	WOSecondM	2	7	4	216
CUL3_MET	KIRP	WithSecondM	1	1	1	16
CUL3_MET	KIRP	WOSecondM	2	7	5	203
CUL3_KDM6A	KIRP	WithSecondM	1	1	1	8
CUL3_KDM6A	KIRP	WOSecondM	2	7	5	211
CUL3_NF2	KIRP	WithSecondM	1	1	1	8
CUL3_NF2	KIRP	WOSecondM	2	7	5	211
CUL3_BAP1	KIRP	WithSecondM	1	1	1	8
CUL3_BAP1	KIRP	WOSecondM	2	7	5	211
CUL3_SETD2	KIRP	WithSecondM	1	2	1	13
CUL3_SETD2	KIRP	WOSecondM	2	6	5	206
CUL3_KRAS	KIRP	WithSecondM	1	1	1	6
CUL3_KRAS	KIRP	WOSecondM	2	7	5	213
