Gene	Tissue	Target	Mut_Gain	NoMut_Gain	Mut_WT	NoMut_WT
SPTAN1_RHOA	BLCA	WithSecondM	2	5	2	4
SPTAN1_RHOA	BLCA	WOSecondM	5	48	15	150
SPTAN1_EP300	BLCA	WithSecondM	2	8	2	24
SPTAN1_EP300	BLCA	WOSecondM	5	45	15	130
SPTAN1_FGFR3	BLCA	WithSecondM	1	5	1	16
SPTAN1_FGFR3	BLCA	WOSecondM	6	48	16	138
SPTAN1_KRAS	BLCA	WithSecondM	1	2	1	11
SPTAN1_KRAS	BLCA	WOSecondM	6	51	16	143
SPTAN1_PSIP1	BLCA	WithSecondM	1	1	1	5
SPTAN1_PSIP1	BLCA	WOSecondM	6	52	16	149
SPTAN1_ERBB2	BLCA	WithSecondM	1	6	6	19
SPTAN1_ERBB2	BLCA	WOSecondM	6	47	11	135
SPTAN1_ARID1A	BLCA	WithSecondM	3	13	9	36
SPTAN1_ARID1A	BLCA	WOSecondM	4	40	8	118
SPTAN1_FOXA1	BLCA	WithSecondM	1	2	1	6
SPTAN1_FOXA1	BLCA	WOSecondM	6	51	16	148
SPTAN1_PTEN	BLCA	WithSecondM	1	4	1	9
SPTAN1_PTEN	BLCA	WOSecondM	6	49	16	145
SPTAN1_FAT1	BLCA	WithSecondM	2	8	2	18
SPTAN1_FAT1	BLCA	WOSecondM	5	45	15	136
SPTAN1_GNA13	BLCA	WithSecondM	1	1	2	5
SPTAN1_GNA13	BLCA	WOSecondM	6	52	15	149
SPTAN1_PIK3CA	BLCA	WithSecondM	2	15	8	25
SPTAN1_PIK3CA	BLCA	WOSecondM	5	38	9	129
SPTAN1_CREBBP	BLCA	WithSecondM	2	9	2	21
SPTAN1_CREBBP	BLCA	WOSecondM	5	44	15	133
CDKN1A_FOXQ1	BLCA	WithSecondM	1	3	1	8
CDKN1A_FOXQ1	BLCA	WOSecondM	6	85	21	182
CDKN1A_SPTAN1	BLCA	WithSecondM	1	9	6	23
CDKN1A_SPTAN1	BLCA	WOSecondM	6	79	16	167
CDKN1A_ATM	BLCA	WithSecondM	2	11	4	26
CDKN1A_ATM	BLCA	WOSecondM	5	77	18	164
CDKN1A_SF3B1	BLCA	WithSecondM	1	9	2	9
CDKN1A_SF3B1	BLCA	WOSecondM	6	79	20	181
CDKN1A_ERCC2	BLCA	WithSecondM	1	16	2	11
CDKN1A_ERCC2	BLCA	WOSecondM	6	72	20	179
CDKN1A_SF1	BLCA	WithSecondM	1	3	1	4
CDKN1A_SF1	BLCA	WOSecondM	6	85	21	186
CDKN1A_CTNNB1	BLCA	WithSecondM	1	3	1	8
CDKN1A_CTNNB1	BLCA	WOSecondM	6	85	21	182
CDKN1A_TXNIP	BLCA	WithSecondM	1	5	2	7
CDKN1A_TXNIP	BLCA	WOSecondM	6	83	20	183
CDKN1A_ELF3	BLCA	WithSecondM	1	14	4	23
CDKN1A_ELF3	BLCA	WOSecondM	6	74	18	167
CDKN1A_TSC1	BLCA	WithSecondM	1	8	5	15
CDKN1A_TSC1	BLCA	WOSecondM	6	80	17	175
CDKN1A_KANSL1	BLCA	WithSecondM	1	4	3	10
CDKN1A_KANSL1	BLCA	WOSecondM	6	84	19	180
CDKN1A_TP53	BLCA	WithSecondM	3	61	9	72
CDKN1A_TP53	BLCA	WOSecondM	4	27	13	118
CDKN1A_NFE2L2	BLCA	WithSecondM	1	4	3	15
CDKN1A_NFE2L2	BLCA	WOSecondM	6	84	19	175
CDKN1A_ASXL2	BLCA	WithSecondM	1	11	4	12
CDKN1A_ASXL2	BLCA	WOSecondM	6	77	18	178
CDKN1A_NRAS	BLCA	WithSecondM	1	1	2	7
CDKN1A_NRAS	BLCA	WOSecondM	6	87	20	183
CDKN1A_RB1	BLCA	WithSecondM	3	24	6	29
CDKN1A_RB1	BLCA	WOSecondM	4	64	16	161
CDKN1A_KLF5	BLCA	WithSecondM	1	2	2	16
CDKN1A_KLF5	BLCA	WOSecondM	6	86	20	174
CDKN1A_RBM10	BLCA	WithSecondM	1	5	1	6
CDKN1A_RBM10	BLCA	WOSecondM	6	83	21	184
CDKN1A_KDM6A	BLCA	WithSecondM	1	21	4	48
CDKN1A_KDM6A	BLCA	WOSecondM	6	67	18	142
CDKN1A_CUL1	BLCA	WithSecondM	1	4	3	9
CDKN1A_CUL1	BLCA	WOSecondM	6	84	19	181
CDKN1A_FBXW7	BLCA	WithSecondM	1	9	2	16
CDKN1A_FBXW7	BLCA	WOSecondM	6	79	20	174
CDKN1A_KMT2C	BLCA	WithSecondM	2	14	7	36
CDKN1A_KMT2C	BLCA	WOSecondM	5	74	15	154
CDKN1A_ERBB3	BLCA	WithSecondM	2	9	3	13
CDKN1A_ERBB3	BLCA	WOSecondM	5	79	19	177
CDKN1A_CDKN2A	BLCA	WithSecondM	2	4	1	11
CDKN1A_CDKN2A	BLCA	WOSecondM	5	84	21	179
CDKN1A_DIAPH2	BLCA	WithSecondM	1	9	2	9
CDKN1A_DIAPH2	BLCA	WOSecondM	6	79	20	181
CDKN1A_KMT2D	BLCA	WithSecondM	3	25	5	47
CDKN1A_KMT2D	BLCA	WOSecondM	4	63	17	143
CDKN1A_STAG2	BLCA	WithSecondM	1	9	2	30
CDKN1A_STAG2	BLCA	WOSecondM	6	79	20	160
CDKN1A_RXRA	BLCA	WithSecondM	1	4	2	10
CDKN1A_RXRA	BLCA	WOSecondM	6	84	20	180
CDKN1A_ZFP36L1	BLCA	WithSecondM	1	7	1	16
CDKN1A_ZFP36L1	BLCA	WOSecondM	6	81	21	174
CDKN1A_HRAS	BLCA	WithSecondM	1	3	3	11
CDKN1A_HRAS	BLCA	WOSecondM	6	85	19	179
CDKN1A_RHOB	BLCA	WithSecondM	1	8	2	10
CDKN1A_RHOB	BLCA	WOSecondM	6	80	20	180
CDKN1A_RHOA	BLCA	WithSecondM	1	5	2	12
CDKN1A_RHOA	BLCA	WOSecondM	6	83	20	178
CDKN1A_EP300	BLCA	WithSecondM	1	15	5	21
CDKN1A_EP300	BLCA	WOSecondM	6	73	17	169
CDKN1A_FGFR3	BLCA	WithSecondM	1	9	8	31
CDKN1A_FGFR3	BLCA	WOSecondM	6	79	14	159
CDKN1A_KRAS	BLCA	WithSecondM	1	7	1	9
CDKN1A_KRAS	BLCA	WOSecondM	6	81	21	181
CDKN1A_PSIP1	BLCA	WithSecondM	1	5	3	6
CDKN1A_PSIP1	BLCA	WOSecondM	6	83	19	184
CDKN1A_ERBB2	BLCA	WithSecondM	2	15	2	21
CDKN1A_ERBB2	BLCA	WOSecondM	5	73	20	169
CDKN1A_ARID1A	BLCA	WithSecondM	1	24	4	47
CDKN1A_ARID1A	BLCA	WOSecondM	6	64	18	143
CDKN1A_FOXA1	BLCA	WithSecondM	1	3	2	7
CDKN1A_FOXA1	BLCA	WOSecondM	6	85	20	183
CDKN1A_PTEN	BLCA	WithSecondM	2	3	3	6
CDKN1A_PTEN	BLCA	WOSecondM	5	85	19	184
CDKN1A_FAT1	BLCA	WithSecondM	1	8	3	23
CDKN1A_FAT1	BLCA	WOSecondM	6	80	19	167
CDKN1A_GNA13	BLCA	WithSecondM	1	4	2	5
CDKN1A_GNA13	BLCA	WOSecondM	6	84	20	185
CDKN1A_PIK3CA	BLCA	WithSecondM	2	12	6	44
CDKN1A_PIK3CA	BLCA	WOSecondM	5	76	16	146
CDKN1A_CREBBP	BLCA	WithSecondM	1	14	5	19
CDKN1A_CREBBP	BLCA	WOSecondM	6	74	17	171
ATM_FOXQ1	BLCA	WithSecondM	1	2	2	5
ATM_FOXQ1	BLCA	WOSecondM	10	36	23	170
ATM_SPTAN1	BLCA	WithSecondM	3	4	5	22
ATM_SPTAN1	BLCA	WOSecondM	8	34	20	153
ATM_CDKN1A	BLCA	WithSecondM	1	2	2	16
ATM_CDKN1A	BLCA	WOSecondM	10	36	23	159
ATM_SF3B1	BLCA	WithSecondM	1	5	1	11
ATM_SF3B1	BLCA	WOSecondM	10	33	24	164
ATM_ERCC2	BLCA	WithSecondM	4	7	4	12
ATM_ERCC2	BLCA	WOSecondM	7	31	21	163
ATM_SF1	BLCA	WithSecondM	1	2	1	4
ATM_SF1	BLCA	WOSecondM	10	36	24	171
ATM_CTNNB1	BLCA	WithSecondM	2	2	2	6
ATM_CTNNB1	BLCA	WOSecondM	9	36	23	169
ATM_TXNIP	BLCA	WithSecondM	3	1	2	5
ATM_TXNIP	BLCA	WOSecondM	8	37	23	170
ATM_ELF3	BLCA	WithSecondM	5	5	4	15
ATM_ELF3	BLCA	WOSecondM	6	33	21	160
ATM_TSC1	BLCA	WithSecondM	3	5	2	18
ATM_TSC1	BLCA	WOSecondM	8	33	23	157
ATM_KANSL1	BLCA	WithSecondM	1	3	1	12
ATM_KANSL1	BLCA	WOSecondM	10	35	24	163
ATM_TP53	BLCA	WithSecondM	6	26	7	75
ATM_TP53	BLCA	WOSecondM	5	12	18	100
ATM_NFE2L2	BLCA	WithSecondM	1	3	7	9
ATM_NFE2L2	BLCA	WOSecondM	10	35	18	166
ATM_ASXL2	BLCA	WithSecondM	2	3	3	13
ATM_ASXL2	BLCA	WOSecondM	9	35	22	162
ATM_NRAS	BLCA	WithSecondM	2	1	1	6
ATM_NRAS	BLCA	WOSecondM	9	37	24	169
ATM_RB1	BLCA	WithSecondM	2	7	5	31
ATM_RB1	BLCA	WOSecondM	9	31	20	144
ATM_KLF5	BLCA	WithSecondM	1	5	2	11
ATM_KLF5	BLCA	WOSecondM	10	33	23	164
ATM_RBM10	BLCA	WithSecondM	1	3	1	6
ATM_RBM10	BLCA	WOSecondM	10	35	24	169
ATM_KDM6A	BLCA	WithSecondM	6	9	6	36
ATM_KDM6A	BLCA	WOSecondM	5	29	19	139
ATM_CUL1	BLCA	WithSecondM	1	4	1	9
ATM_CUL1	BLCA	WOSecondM	10	34	24	166
ATM_FBXW7	BLCA	WithSecondM	3	3	4	9
ATM_FBXW7	BLCA	WOSecondM	8	35	21	166
ATM_KMT2C	BLCA	WithSecondM	4	6	7	32
ATM_KMT2C	BLCA	WOSecondM	7	32	18	143
ATM_ERBB3	BLCA	WithSecondM	2	4	4	20
ATM_ERBB3	BLCA	WOSecondM	9	34	21	155
ATM_CDKN2A	BLCA	WithSecondM	3	3	1	8
ATM_CDKN2A	BLCA	WOSecondM	8	35	24	167
ATM_DIAPH2	BLCA	WithSecondM	1	3	3	10
ATM_DIAPH2	BLCA	WOSecondM	10	35	22	165
ATM_KMT2D	BLCA	WithSecondM	4	11	9	43
ATM_KMT2D	BLCA	WOSecondM	7	27	16	132
ATM_STAG2	BLCA	WithSecondM	4	5	4	23
ATM_STAG2	BLCA	WOSecondM	7	33	21	152
ATM_RXRA	BLCA	WithSecondM	2	4	1	8
ATM_RXRA	BLCA	WOSecondM	9	34	24	167
ATM_ZFP36L1	BLCA	WithSecondM	2	7	3	15
ATM_ZFP36L1	BLCA	WOSecondM	9	31	22	160
ATM_HRAS	BLCA	WithSecondM	1	1	2	11
ATM_HRAS	BLCA	WOSecondM	10	37	23	164
ATM_RHOB	BLCA	WithSecondM	2	6	1	8
ATM_RHOB	BLCA	WOSecondM	9	32	24	167
ATM_RHOA	BLCA	WithSecondM	2	2	1	9
ATM_RHOA	BLCA	WOSecondM	9	36	24	166
ATM_EP300	BLCA	WithSecondM	3	7	4	24
ATM_EP300	BLCA	WOSecondM	8	31	21	151
ATM_FGFR3	BLCA	WithSecondM	1	2	3	32
ATM_FGFR3	BLCA	WOSecondM	10	36	22	143
ATM_KRAS	BLCA	WithSecondM	1	2	3	8
ATM_KRAS	BLCA	WOSecondM	10	36	22	167
ATM_PSIP1	BLCA	WithSecondM	1	4	2	3
ATM_PSIP1	BLCA	WOSecondM	10	34	23	172
ATM_ERBB2	BLCA	WithSecondM	1	6	6	19
ATM_ERBB2	BLCA	WOSecondM	10	32	19	156
ATM_ARID1A	BLCA	WithSecondM	4	12	5	42
ATM_ARID1A	BLCA	WOSecondM	7	26	20	133
ATM_FOXA1	BLCA	WithSecondM	1	2	1	7
ATM_FOXA1	BLCA	WOSecondM	10	36	24	168
ATM_PTEN	BLCA	WithSecondM	1	3	2	6
ATM_PTEN	BLCA	WOSecondM	10	35	23	169
ATM_FAT1	BLCA	WithSecondM	2	2	9	14
ATM_FAT1	BLCA	WOSecondM	9	36	16	161
ATM_GNA13	BLCA	WithSecondM	1	3	3	4
ATM_GNA13	BLCA	WOSecondM	10	35	22	171
ATM_PIK3CA	BLCA	WithSecondM	4	7	7	37
ATM_PIK3CA	BLCA	WOSecondM	7	31	18	138
ATM_CREBBP	BLCA	WithSecondM	1	6	2	27
ATM_CREBBP	BLCA	WOSecondM	10	32	23	148
SF3B1_FOXQ1	BLCA	WithSecondM	1	1	1	8
SF3B1_FOXQ1	BLCA	WOSecondM	5	35	12	210
