Gene	Tissue	Target	Mut_Gain	NoMut_Gain	Mut_WT	NoMut_WT
AKT1_CTCF	BRCA	WOSecondM	7	117	13	459
MAP2K4_BRCA1	BRCA	WithSecondM	1	1	1	4
MAP2K4_BRCA1	BRCA	WOSecondM	1	45	3	294
MAP2K4_CDKN1B	BRCA	WithSecondM	1	1	1	2
MAP2K4_CDKN1B	BRCA	WOSecondM	1	45	3	296
MAP2K4_SF3B1	BRCA	WithSecondM	1	1	1	6
MAP2K4_SF3B1	BRCA	WOSecondM	1	45	3	292
MAP2K4_AKT1	BRCA	WithSecondM	1	2	2	13
MAP2K4_AKT1	BRCA	WOSecondM	1	44	2	285
MAP2K4_NCOR1	BRCA	WithSecondM	1	2	1	7
MAP2K4_NCOR1	BRCA	WOSecondM	1	44	3	291
MAP2K4_GPS2	BRCA	WithSecondM	1	1	1	2
MAP2K4_GPS2	BRCA	WOSecondM	1	45	3	296
MAP2K4_CHD4	BRCA	WithSecondM	1	2	1	5
MAP2K4_CHD4	BRCA	WOSecondM	1	44	3	293
MAP2K4_PIK3CA	BRCA	WithSecondM	1	9	1	100
MAP2K4_PIK3CA	BRCA	WOSecondM	1	37	3	198
MAP2K4_MAP3K1	BRCA	WithSecondM	1	3	1	40
MAP2K4_MAP3K1	BRCA	WOSecondM	1	43	3	258
MAP2K4_RB1	BRCA	WithSecondM	1	2	1	6
MAP2K4_RB1	BRCA	WOSecondM	1	44	3	292
MAP2K4_CBFB	BRCA	WithSecondM	1	1	1	3
MAP2K4_CBFB	BRCA	WOSecondM	1	45	3	295
MAP2K4_NF1	BRCA	WithSecondM	1	3	1	2
MAP2K4_NF1	BRCA	WOSecondM	1	43	3	296
MAP2K4_CDH1	BRCA	WithSecondM	1	3	1	41
MAP2K4_CDH1	BRCA	WOSecondM	1	43	3	257
MAP2K4_FBXW7	BRCA	WithSecondM	1	2	1	3
MAP2K4_FBXW7	BRCA	WOSecondM	1	44	3	295
MAP2K4_KMT2C	BRCA	WithSecondM	1	2	3	21
MAP2K4_KMT2C	BRCA	WOSecondM	1	44	1	277
MAP2K4_PIK3R1	BRCA	WithSecondM	1	2	1	8
MAP2K4_PIK3R1	BRCA	WOSecondM	1	44	3	290
MAP2K4_GATA3	BRCA	WithSecondM	1	4	2	40
MAP2K4_GATA3	BRCA	WOSecondM	1	42	2	258
MAP2K4_KRAS	BRCA	WithSecondM	1	1	1	4
MAP2K4_KRAS	BRCA	WOSecondM	1	45	3	294
MAP2K4_TP53	BRCA	WithSecondM	1	23	1	43
MAP2K4_TP53	BRCA	WOSecondM	1	23	3	255
MAP2K4_TBX3	BRCA	WithSecondM	1	1	1	9
MAP2K4_TBX3	BRCA	WOSecondM	1	45	3	289
MAP2K4_ERBB2	BRCA	WithSecondM	1	1	1	6
MAP2K4_ERBB2	BRCA	WOSecondM	1	45	3	292
MAP2K4_ARID1A	BRCA	WithSecondM	1	1	1	6
MAP2K4_ARID1A	BRCA	WOSecondM	1	45	3	292
MAP2K4_CASP8	BRCA	WithSecondM	1	2	1	6
MAP2K4_CASP8	BRCA	WOSecondM	1	44	3	292
MAP2K4_FOXA1	BRCA	WithSecondM	1	2	1	12
MAP2K4_FOXA1	BRCA	WOSecondM	1	44	3	286
MAP2K4_PTEN	BRCA	WithSecondM	1	3	1	13
MAP2K4_PTEN	BRCA	WOSecondM	1	43	3	285
MAP2K4_RUNX1	BRCA	WithSecondM	1	1	1	11
MAP2K4_RUNX1	BRCA	WOSecondM	1	45	3	287
MAP2K4_CTCF	BRCA	WithSecondM	1	2	1	6
MAP2K4_CTCF	BRCA	WOSecondM	1	44	3	292
NCOR1_BRCA1	BRCA	WithSecondM	1	1	1	4
NCOR1_BRCA1	BRCA	WOSecondM	2	54	7	299
NCOR1_CDKN1B	BRCA	WithSecondM	1	1	1	2
NCOR1_CDKN1B	BRCA	WOSecondM	2	54	7	301
NCOR1_SF3B1	BRCA	WithSecondM	1	1	1	6
NCOR1_SF3B1	BRCA	WOSecondM	2	54	7	297
NCOR1_AKT1	BRCA	WithSecondM	1	2	2	13
NCOR1_AKT1	BRCA	WOSecondM	2	53	6	290
NCOR1_MAP2K4	BRCA	WithSecondM	1	2	1	3
NCOR1_MAP2K4	BRCA	WOSecondM	2	53	7	300
NCOR1_GPS2	BRCA	WithSecondM	1	1	1	2
NCOR1_GPS2	BRCA	WOSecondM	2	54	7	301
NCOR1_CHD4	BRCA	WithSecondM	1	2	1	5
NCOR1_CHD4	BRCA	WOSecondM	2	53	7	298
NCOR1_PIK3CA	BRCA	WithSecondM	2	12	4	98
NCOR1_PIK3CA	BRCA	WOSecondM	1	43	4	205
NCOR1_MAP3K1	BRCA	WithSecondM	1	3	1	41
NCOR1_MAP3K1	BRCA	WOSecondM	2	52	7	262
NCOR1_RB1	BRCA	WithSecondM	1	2	1	6
NCOR1_RB1	BRCA	WOSecondM	2	53	7	297
NCOR1_CBFB	BRCA	WithSecondM	1	1	2	2
NCOR1_CBFB	BRCA	WOSecondM	2	54	6	301
NCOR1_NF1	BRCA	WithSecondM	1	3	1	2
NCOR1_NF1	BRCA	WOSecondM	2	52	7	301
NCOR1_CDH1	BRCA	WithSecondM	1	4	2	40
NCOR1_CDH1	BRCA	WOSecondM	2	51	6	263
NCOR1_FBXW7	BRCA	WithSecondM	1	2	1	4
NCOR1_FBXW7	BRCA	WOSecondM	2	53	7	299
NCOR1_KMT2C	BRCA	WithSecondM	1	2	2	22
NCOR1_KMT2C	BRCA	WOSecondM	2	53	6	281
NCOR1_PIK3R1	BRCA	WithSecondM	1	2	1	8
NCOR1_PIK3R1	BRCA	WOSecondM	2	53	7	295
NCOR1_GATA3	BRCA	WithSecondM	1	4	5	37
NCOR1_GATA3	BRCA	WOSecondM	2	51	3	266
NCOR1_KRAS	BRCA	WithSecondM	1	1	1	4
NCOR1_KRAS	BRCA	WOSecondM	2	54	7	299
NCOR1_TP53	BRCA	WithSecondM	2	24	1	47
NCOR1_TP53	BRCA	WOSecondM	1	31	7	256
NCOR1_TBX3	BRCA	WithSecondM	1	1	1	9
NCOR1_TBX3	BRCA	WOSecondM	2	54	7	294
NCOR1_ERBB2	BRCA	WithSecondM	1	1	1	6
NCOR1_ERBB2	BRCA	WOSecondM	2	54	7	297
NCOR1_ARID1A	BRCA	WithSecondM	1	1	1	6
NCOR1_ARID1A	BRCA	WOSecondM	2	54	7	297
NCOR1_CASP8	BRCA	WithSecondM	1	1	1	6
NCOR1_CASP8	BRCA	WOSecondM	2	54	7	297
NCOR1_FOXA1	BRCA	WithSecondM	1	3	1	12
NCOR1_FOXA1	BRCA	WOSecondM	2	52	7	291
NCOR1_PTEN	BRCA	WithSecondM	1	3	1	15
NCOR1_PTEN	BRCA	WOSecondM	2	52	7	288
NCOR1_RUNX1	BRCA	WithSecondM	1	1	3	9
NCOR1_RUNX1	BRCA	WOSecondM	2	54	5	294
NCOR1_CTCF	BRCA	WithSecondM	1	2	1	6
NCOR1_CTCF	BRCA	WOSecondM	2	53	7	297
GPS2_BRCA1	BRCA	WithSecondM	1	1	1	4
GPS2_BRCA1	BRCA	WOSecondM	1	47	2	288
GPS2_CDKN1B	BRCA	WithSecondM	1	1	1	2
GPS2_CDKN1B	BRCA	WOSecondM	1	47	2	290
GPS2_SF3B1	BRCA	WithSecondM	1	1	1	6
GPS2_SF3B1	BRCA	WOSecondM	1	47	2	286
GPS2_AKT1	BRCA	WithSecondM	1	2	1	14
GPS2_AKT1	BRCA	WOSecondM	1	46	2	278
GPS2_MAP2K4	BRCA	WithSecondM	1	1	1	4
GPS2_MAP2K4	BRCA	WOSecondM	1	47	2	288
GPS2_NCOR1	BRCA	WithSecondM	1	2	1	7
GPS2_NCOR1	BRCA	WOSecondM	1	46	2	285
GPS2_CHD4	BRCA	WithSecondM	1	2	1	5
GPS2_CHD4	BRCA	WOSecondM	1	46	2	287
GPS2_PIK3CA	BRCA	WithSecondM	1	10	1	100
GPS2_PIK3CA	BRCA	WOSecondM	1	38	2	192
GPS2_MAP3K1	BRCA	WithSecondM	1	3	1	41
GPS2_MAP3K1	BRCA	WOSecondM	1	45	2	251
GPS2_RB1	BRCA	WithSecondM	1	2	1	5
GPS2_RB1	BRCA	WOSecondM	1	46	2	287
GPS2_CBFB	BRCA	WithSecondM	1	1	1	3
GPS2_CBFB	BRCA	WOSecondM	1	47	2	289
GPS2_NF1	BRCA	WithSecondM	1	3	1	2
GPS2_NF1	BRCA	WOSecondM	1	45	2	290
GPS2_CDH1	BRCA	WithSecondM	1	3	1	41
GPS2_CDH1	BRCA	WOSecondM	1	45	2	251
GPS2_FBXW7	BRCA	WithSecondM	1	2	1	4
GPS2_FBXW7	BRCA	WOSecondM	1	46	2	288
GPS2_KMT2C	BRCA	WithSecondM	1	2	1	23
GPS2_KMT2C	BRCA	WOSecondM	1	46	2	269
GPS2_PIK3R1	BRCA	WithSecondM	1	2	1	7
GPS2_PIK3R1	BRCA	WOSecondM	1	46	2	285
GPS2_GATA3	BRCA	WithSecondM	1	4	1	40
GPS2_GATA3	BRCA	WOSecondM	1	44	2	252
GPS2_KRAS	BRCA	WithSecondM	1	1	1	4
GPS2_KRAS	BRCA	WOSecondM	1	47	2	288
GPS2_TP53	BRCA	WithSecondM	1	23	1	41
GPS2_TP53	BRCA	WOSecondM	1	25	2	251
GPS2_TBX3	BRCA	WithSecondM	1	1	1	9
GPS2_TBX3	BRCA	WOSecondM	1	47	2	283
GPS2_ERBB2	BRCA	WithSecondM	1	1	1	6
GPS2_ERBB2	BRCA	WOSecondM	1	47	2	286
GPS2_ARID1A	BRCA	WithSecondM	1	1	1	5
GPS2_ARID1A	BRCA	WOSecondM	1	47	2	287
GPS2_CASP8	BRCA	WithSecondM	1	2	1	6
GPS2_CASP8	BRCA	WOSecondM	1	46	2	286
GPS2_FOXA1	BRCA	WithSecondM	1	2	1	12
GPS2_FOXA1	BRCA	WOSecondM	1	46	2	280
GPS2_PTEN	BRCA	WithSecondM	1	3	1	13
GPS2_PTEN	BRCA	WOSecondM	1	45	2	279
GPS2_RUNX1	BRCA	WithSecondM	1	1	1	11
GPS2_RUNX1	BRCA	WOSecondM	1	47	2	281
GPS2_CTCF	BRCA	WithSecondM	1	2	1	6
GPS2_CTCF	BRCA	WOSecondM	1	46	2	286
CHD4_BRCA1	BRCA	WithSecondM	1	7	2	5
CHD4_BRCA1	BRCA	WOSecondM	2	194	10	508
CHD4_CDKN1B	BRCA	WithSecondM	1	2	2	5
CHD4_CDKN1B	BRCA	WOSecondM	2	199	10	508
CHD4_SF3B1	BRCA	WithSecondM	1	4	1	10
CHD4_SF3B1	BRCA	WOSecondM	2	197	11	503
CHD4_AKT1	BRCA	WithSecondM	1	5	1	18
CHD4_AKT1	BRCA	WOSecondM	2	196	11	495
CHD4_MAP2K4	BRCA	WithSecondM	1	4	1	21
CHD4_MAP2K4	BRCA	WOSecondM	2	197	11	492
CHD4_NCOR1	BRCA	WithSecondM	1	5	1	17
CHD4_NCOR1	BRCA	WOSecondM	2	196	11	496
CHD4_GPS2	BRCA	WithSecondM	1	1	1	8
CHD4_GPS2	BRCA	WOSecondM	2	200	11	505
CHD4_PIK3CA	BRCA	WithSecondM	1	37	8	183
CHD4_PIK3CA	BRCA	WOSecondM	2	164	4	330
CHD4_MAP3K1	BRCA	WithSecondM	1	6	3	43
CHD4_MAP3K1	BRCA	WOSecondM	2	195	9	470
CHD4_RB1	BRCA	WithSecondM	1	6	1	7
CHD4_RB1	BRCA	WOSecondM	2	195	11	506
CHD4_CBFB	BRCA	WithSecondM	1	1	2	6
CHD4_CBFB	BRCA	WOSecondM	2	200	10	507
CHD4_NF1	BRCA	WithSecondM	1	4	2	13
CHD4_NF1	BRCA	WOSecondM	2	197	10	500
CHD4_CDH1	BRCA	WithSecondM	1	11	3	68
CHD4_CDH1	BRCA	WOSecondM	2	190	9	445
CHD4_FBXW7	BRCA	WithSecondM	1	6	2	2
CHD4_FBXW7	BRCA	WOSecondM	2	195	10	511
CHD4_KMT2C	BRCA	WithSecondM	1	12	1	34
CHD4_KMT2C	BRCA	WOSecondM	2	189	11	479
CHD4_PIK3R1	BRCA	WithSecondM	1	6	2	9
CHD4_PIK3R1	BRCA	WOSecondM	2	195	10	504
CHD4_GATA3	BRCA	WithSecondM	1	11	2	61
CHD4_GATA3	BRCA	WOSecondM	2	190	10	452
CHD4_KRAS	BRCA	WithSecondM	1	1	2	4
CHD4_KRAS	BRCA	WOSecondM	2	200	10	509
CHD4_TP53	BRCA	WithSecondM	1	97	3	108
CHD4_TP53	BRCA	WOSecondM	2	104	9	405
CHD4_TBX3	BRCA	WithSecondM	1	5	3	10
CHD4_TBX3	BRCA	WOSecondM	2	196	9	503
CHD4_ERBB2	BRCA	WithSecondM	1	2	1	9
CHD4_ERBB2	BRCA	WOSecondM	2	199	11	504
CHD4_ARID1A	BRCA	WithSecondM	1	6	1	13
CHD4_ARID1A	BRCA	WOSecondM	2	195	11	500
CHD4_CASP8	BRCA	WithSecondM	1	3	1	5
CHD4_CASP8	BRCA	WOSecondM	2	198	11	508
CHD4_FOXA1	BRCA	WithSecondM	1	1	2	20
CHD4_FOXA1	BRCA	WOSecondM	2	200	10	493
CHD4_PTEN	BRCA	WithSecondM	1	8	2	26
CHD4_PTEN	BRCA	WOSecondM	2	193	10	487
CHD4_RUNX1	BRCA	WithSecondM	1	7	1	19
CHD4_RUNX1	BRCA	WOSecondM	2	194	11	494
CHD4_CTCF	BRCA	WithSecondM	1	1	1	11
CHD4_CTCF	BRCA	WOSecondM	2	200	11	502
PIK3CA_BRCA1	BRCA	WithSecondM	2	9	2	4
PIK3CA_BRCA1	BRCA	WOSecondM	69	169	178	369
PIK3CA_CDKN1B	BRCA	WithSecondM	3	1	2	4
PIK3CA_CDKN1B	BRCA	WOSecondM	68	177	178	369
PIK3CA_SF3B1	BRCA	WithSecondM	6	3	5	5
PIK3CA_SF3B1	BRCA	WOSecondM	65	175	175	368
PIK3CA_AKT1	BRCA	WithSecondM	1	3	2	20
