Gene	Tissue	Target	Mut_Gain	NoMut_Gain	Mut_WT	NoMut_WT
ERBB3_CASP8	CESC	WithSecondM	1	3	1	10
ERBB3_CASP8	CESC	WOSecondM	3	48	9	195
ERBB3_PTEN	CESC	WithSecondM	1	2	2	15
ERBB3_PTEN	CESC	WOSecondM	3	49	8	190
ERBB3_FAT1	CESC	WithSecondM	1	6	1	13
ERBB3_FAT1	CESC	WOSecondM	3	45	9	192
ERBB3_PIK3CA	CESC	WithSecondM	1	8	6	53
ERBB3_PIK3CA	CESC	WOSecondM	3	43	4	152
ERBB3_POLRMT	CESC	WithSecondM	1	1	2	5
ERBB3_POLRMT	CESC	WOSecondM	3	50	8	200
SMAD4_KMT2C	CESC	WithSecondM	1	1	1	31
SMAD4_KMT2C	CESC	WOSecondM	1	30	4	137
SMAD4_ERBB3	CESC	WithSecondM	1	3	1	5
SMAD4_ERBB3	CESC	WOSecondM	1	28	4	163
SMAD4_HLA-B	CESC	WithSecondM	1	1	2	5
SMAD4_HLA-B	CESC	WOSecondM	1	30	3	163
SMAD4_STK11	CESC	WithSecondM	1	1	1	10
SMAD4_STK11	CESC	WOSecondM	1	30	4	158
SMAD4_AKT1	CESC	WithSecondM	1	1	1	4
SMAD4_AKT1	CESC	WOSecondM	1	30	4	164
SMAD4_LATS1	CESC	WithSecondM	1	1	1	6
SMAD4_LATS1	CESC	WOSecondM	1	30	4	162
SMAD4_NFE2L2	CESC	WithSecondM	1	5	1	7
SMAD4_NFE2L2	CESC	WOSecondM	1	26	4	161
SMAD4_MAP3K1	CESC	WithSecondM	1	1	2	2
SMAD4_MAP3K1	CESC	WOSecondM	1	30	3	166
SMAD4_RB1	CESC	WithSecondM	1	2	1	13
SMAD4_RB1	CESC	WOSecondM	1	29	4	155
SMAD4_KLF5	CESC	WithSecondM	1	2	1	4
SMAD4_KLF5	CESC	WOSecondM	1	29	4	164
SMAD4_MAPK1	CESC	WithSecondM	1	3	2	6
SMAD4_MAPK1	CESC	WOSecondM	1	28	3	162
SMAD4_FBXW7	CESC	WithSecondM	1	5	2	18
SMAD4_FBXW7	CESC	WOSecondM	1	26	3	150
SMAD4_ERBB2	CESC	WithSecondM	1	1	1	5
SMAD4_ERBB2	CESC	WOSecondM	1	30	4	163
SMAD4_TGFBR2	CESC	WithSecondM	1	1	1	6
SMAD4_TGFBR2	CESC	WOSecondM	1	30	4	162
SMAD4_KMT2D	CESC	WithSecondM	1	6	1	18
SMAD4_KMT2D	CESC	WOSecondM	1	25	4	150
SMAD4_EP300	CESC	WithSecondM	1	4	1	19
SMAD4_EP300	CESC	WOSecondM	1	27	4	149
SMAD4_KRAS	CESC	WithSecondM	1	2	1	8
SMAD4_KRAS	CESC	WOSecondM	1	29	4	160
SMAD4_TP53	CESC	WithSecondM	1	1	1	10
SMAD4_TP53	CESC	WOSecondM	1	30	4	158
SMAD4_ARID1A	CESC	WithSecondM	1	1	1	5
SMAD4_ARID1A	CESC	WOSecondM	1	30	4	163
SMAD4_NOTCH1	CESC	WithSecondM	1	3	1	12
SMAD4_NOTCH1	CESC	WOSecondM	1	28	4	156
SMAD4_CASP8	CESC	WithSecondM	1	1	1	10
SMAD4_CASP8	CESC	WOSecondM	1	30	4	158
SMAD4_PTEN	CESC	WithSecondM	1	2	1	15
SMAD4_PTEN	CESC	WOSecondM	1	29	4	153
SMAD4_FAT1	CESC	WithSecondM	1	3	1	10
SMAD4_FAT1	CESC	WOSecondM	1	28	4	158
SMAD4_PIK3CA	CESC	WithSecondM	1	7	3	40
SMAD4_PIK3CA	CESC	WOSecondM	1	24	2	128
SMAD4_POLRMT	CESC	WithSecondM	1	1	1	5
SMAD4_POLRMT	CESC	WOSecondM	1	30	4	163
HLA-B_KMT2C	CESC	WithSecondM	1	16	2	22
HLA-B_KMT2C	CESC	WOSecondM	4	60	6	141
HLA-B_ERBB3	CESC	WithSecondM	1	2	1	8
HLA-B_ERBB3	CESC	WOSecondM	4	74	7	155
HLA-B_SMAD4	CESC	WithSecondM	1	4	2	4
HLA-B_SMAD4	CESC	WOSecondM	4	72	6	159
HLA-B_STK11	CESC	WithSecondM	1	5	1	8
HLA-B_STK11	CESC	WOSecondM	4	71	7	155
HLA-B_AKT1	CESC	WithSecondM	1	1	2	4
HLA-B_AKT1	CESC	WOSecondM	4	75	6	159
HLA-B_LATS1	CESC	WithSecondM	1	3	1	4
HLA-B_LATS1	CESC	WOSecondM	4	73	7	159
HLA-B_NFE2L2	CESC	WithSecondM	1	5	1	7
HLA-B_NFE2L2	CESC	WOSecondM	4	71	7	156
HLA-B_MAP3K1	CESC	WithSecondM	1	2	2	2
