Gene	Tissue	Target	Mut_Loss	NoMut_Loss	Mut_WT	NoMut_WT
HUWE1_PIK3CA	HNSC	WOSecondM	5	106	28	242
HUWE1_NSD1	HNSC	WithSecondM	1	17	3	37
HUWE1_NSD1	HNSC	WOSecondM	6	105	31	258
HUWE1_FLNA	HNSC	WithSecondM	1	5	4	6
HUWE1_FLNA	HNSC	WOSecondM	6	117	30	289
HUWE1_CUL3	HNSC	WithSecondM	1	8	1	9
HUWE1_CUL3	HNSC	WOSecondM	6	114	33	286
EPHA2_HLA-B	HNSC	WithSecondM	1	4	3	13
EPHA2_HLA-B	HNSC	WOSecondM	4	83	13	339
EPHA2_HLA-A	HNSC	WithSecondM	1	2	2	15
EPHA2_HLA-A	HNSC	WOSecondM	4	85	14	337
EPHA2_HUWE1	HNSC	WithSecondM	2	8	4	29
EPHA2_HUWE1	HNSC	WOSecondM	3	79	12	323
EPHA2_KEAP1	HNSC	WithSecondM	1	7	1	13
EPHA2_KEAP1	HNSC	WOSecondM	4	80	15	339
EPHA2_NFE2L2	HNSC	WithSecondM	1	9	2	19
EPHA2_NFE2L2	HNSC	WOSecondM	4	78	14	333
EPHA2_MYH9	HNSC	WithSecondM	1	1	2	20
EPHA2_MYH9	HNSC	WOSecondM	4	86	14	332
EPHA2_RB1	HNSC	WithSecondM	1	5	3	8
EPHA2_RB1	HNSC	WOSecondM	4	82	13	344
EPHA2_FGFR3	HNSC	WithSecondM	1	1	2	8
EPHA2_FGFR3	HNSC	WOSecondM	4	86	14	344
EPHA2_MAPK1	HNSC	WithSecondM	1	3	2	6
EPHA2_MAPK1	HNSC	WOSecondM	4	84	14	346
EPHA2_KDM6A	HNSC	WithSecondM	1	3	2	10
EPHA2_KDM6A	HNSC	WOSecondM	4	84	14	342
EPHA2_AJUBA	HNSC	WithSecondM	1	9	5	17
EPHA2_AJUBA	HNSC	WOSecondM	4	78	11	335
EPHA2_HRAS	HNSC	WithSecondM	1	1	3	28
EPHA2_HRAS	HNSC	WOSecondM	4	86	13	324
EPHA2_FBXW7	HNSC	WithSecondM	1	10	4	19
EPHA2_FBXW7	HNSC	WOSecondM	4	77	12	333
EPHA2_TGFBR2	HNSC	WithSecondM	1	2	5	16
EPHA2_TGFBR2	HNSC	WOSecondM	4	85	11	336
EPHA2_CDKN2A	HNSC	WithSecondM	1	21	2	71
EPHA2_CDKN2A	HNSC	WOSecondM	4	66	14	281
EPHA2_KMT2D	HNSC	WithSecondM	1	12	4	50
EPHA2_KMT2D	HNSC	WOSecondM	4	75	12	302
EPHA2_ARID2	HNSC	WithSecondM	1	1	3	14
EPHA2_ARID2	HNSC	WOSecondM	4	86	13	338
EPHA2_ZNF750	HNSC	WithSecondM	1	3	2	10
EPHA2_ZNF750	HNSC	WOSecondM	4	84	14	342
EPHA2_RHOA	HNSC	WithSecondM	1	1	1	6
EPHA2_RHOA	HNSC	WOSecondM	4	86	15	346
EPHA2_EP300	HNSC	WithSecondM	1	5	3	29
EPHA2_EP300	HNSC	WOSecondM	4	82	13	323
EPHA2_RASA1	HNSC	WithSecondM	1	3	1	14
EPHA2_RASA1	HNSC	WOSecondM	4	84	15	338
EPHA2_TP53	HNSC	WithSecondM	3	72	10	220
EPHA2_TP53	HNSC	WOSecondM	2	15	6	132
EPHA2_NOTCH1	HNSC	WithSecondM	1	12	5	60
EPHA2_NOTCH1	HNSC	WOSecondM	4	75	11	292
EPHA2_CASP8	HNSC	WithSecondM	1	3	7	42
EPHA2_CASP8	HNSC	WOSecondM	4	84	9	310
EPHA2_PTEN	HNSC	WithSecondM	1	4	1	8
EPHA2_PTEN	HNSC	WOSecondM	4	83	15	344
EPHA2_FAT1	HNSC	WithSecondM	1	22	8	79
EPHA2_FAT1	HNSC	WOSecondM	4	65	8	273
EPHA2_CYLD	HNSC	WithSecondM	1	3	1	10
EPHA2_CYLD	HNSC	WOSecondM	4	84	15	342
EPHA2_RAC1	HNSC	WithSecondM	1	2	1	13
EPHA2_RAC1	HNSC	WOSecondM	4	85	15	339
EPHA2_PIK3CA	HNSC	WithSecondM	1	18	4	60
EPHA2_PIK3CA	HNSC	WOSecondM	4	69	12	292
EPHA2_NSD1	HNSC	WithSecondM	3	7	2	45
EPHA2_NSD1	HNSC	WOSecondM	2	80	14	307
EPHA2_FLNA	HNSC	WithSecondM	1	5	1	11
EPHA2_FLNA	HNSC	WOSecondM	4	82	15	341
EPHA2_CUL3	HNSC	WithSecondM	1	8	1	8
EPHA2_CUL3	HNSC	WOSecondM	4	79	15	344
KEAP1_HLA-B	HNSC	WithSecondM	2	2	2	16
KEAP1_HLA-B	HNSC	WOSecondM	7	106	13	309
KEAP1_HLA-A	HNSC	WithSecondM	1	4	2	12
KEAP1_HLA-A	HNSC	WOSecondM	8	104	13	313
KEAP1_HUWE1	HNSC	WithSecondM	1	8	3	33
KEAP1_HUWE1	HNSC	WOSecondM	8	100	12	292
KEAP1_EPHA2	HNSC	WithSecondM	1	3	1	17
KEAP1_EPHA2	HNSC	WOSecondM	8	105	14	308
KEAP1_NFE2L2	HNSC	WithSecondM	2	5	2	20
KEAP1_NFE2L2	HNSC	WOSecondM	7	103	13	305
KEAP1_MYH9	HNSC	WithSecondM	1	3	1	19
KEAP1_MYH9	HNSC	WOSecondM	8	105	14	306
KEAP1_RB1	HNSC	WithSecondM	1	5	1	6
KEAP1_RB1	HNSC	WOSecondM	8	103	14	319
KEAP1_FGFR3	HNSC	WithSecondM	1	1	1	6
KEAP1_FGFR3	HNSC	WOSecondM	8	107	14	319
KEAP1_MAPK1	HNSC	WithSecondM	1	1	1	7
KEAP1_MAPK1	HNSC	WOSecondM	8	107	14	318
KEAP1_KDM6A	HNSC	WithSecondM	1	5	1	12
KEAP1_KDM6A	HNSC	WOSecondM	8	103	14	313
KEAP1_AJUBA	HNSC	WithSecondM	2	6	2	20
KEAP1_AJUBA	HNSC	WOSecondM	7	102	13	305
KEAP1_HRAS	HNSC	WithSecondM	1	2	2	27
KEAP1_HRAS	HNSC	WOSecondM	8	106	13	298
KEAP1_FBXW7	HNSC	WithSecondM	2	4	2	27
KEAP1_FBXW7	HNSC	WOSecondM	7	104	13	298
KEAP1_TGFBR2	HNSC	WithSecondM	1	2	1	22
KEAP1_TGFBR2	HNSC	WOSecondM	8	106	14	303
KEAP1_CDKN2A	HNSC	WithSecondM	5	22	4	64
KEAP1_CDKN2A	HNSC	WOSecondM	4	86	11	261
KEAP1_KMT2D	HNSC	WithSecondM	2	18	4	39
KEAP1_KMT2D	HNSC	WOSecondM	7	90	11	286
KEAP1_ARID2	HNSC	WithSecondM	1	6	1	12
KEAP1_ARID2	HNSC	WOSecondM	8	102	14	313
KEAP1_ZNF750	HNSC	WithSecondM	2	3	2	12
KEAP1_ZNF750	HNSC	WOSecondM	7	105	13	313
KEAP1_RHOA	HNSC	WithSecondM	1	2	2	6
KEAP1_RHOA	HNSC	WOSecondM	8	106	13	319
KEAP1_EP300	HNSC	WithSecondM	2	7	2	23
KEAP1_EP300	HNSC	WOSecondM	7	101	13	302
KEAP1_RASA1	HNSC	WithSecondM	1	5	2	9
KEAP1_RASA1	HNSC	WOSecondM	8	103	13	316
KEAP1_TP53	HNSC	WithSecondM	7	88	10	209
KEAP1_TP53	HNSC	WOSecondM	2	20	5	116
KEAP1_NOTCH1	HNSC	WithSecondM	1	19	2	58
KEAP1_NOTCH1	HNSC	WOSecondM	8	89	13	267
KEAP1_CASP8	HNSC	WithSecondM	2	3	2	45
KEAP1_CASP8	HNSC	WOSecondM	7	105	13	280
KEAP1_PTEN	HNSC	WithSecondM	1	1	2	11
KEAP1_PTEN	HNSC	WOSecondM	8	107	13	314
KEAP1_FAT1	HNSC	WithSecondM	5	17	6	79
KEAP1_FAT1	HNSC	WOSecondM	4	91	9	246
KEAP1_CYLD	HNSC	WithSecondM	1	3	1	9
KEAP1_CYLD	HNSC	WOSecondM	8	105	14	316
KEAP1_RAC1	HNSC	WithSecondM	1	3	2	11
KEAP1_RAC1	HNSC	WOSecondM	8	105	13	314
KEAP1_PIK3CA	HNSC	WithSecondM	2	9	3	62
KEAP1_PIK3CA	HNSC	WOSecondM	7	99	12	263
KEAP1_NSD1	HNSC	WithSecondM	1	14	6	33
KEAP1_NSD1	HNSC	WOSecondM	8	94	9	292
KEAP1_FLNA	HNSC	WithSecondM	1	7	1	10
KEAP1_FLNA	HNSC	WOSecondM	8	101	14	315
KEAP1_CUL3	HNSC	WithSecondM	1	5	1	9
KEAP1_CUL3	HNSC	WOSecondM	8	103	14	316
NFE2L2_HLA-B	HNSC	WithSecondM	1	5	4	12
NFE2L2_HLA-B	HNSC	WOSecondM	2	45	13	328
NFE2L2_HLA-A	HNSC	WithSecondM	1	2	2	15
NFE2L2_HLA-A	HNSC	WOSecondM	2	48	15	325
NFE2L2_HUWE1	HNSC	WithSecondM	1	6	2	35
NFE2L2_HUWE1	HNSC	WOSecondM	2	44	15	305
NFE2L2_EPHA2	HNSC	WithSecondM	1	6	2	15
NFE2L2_EPHA2	HNSC	WOSecondM	2	44	15	325
NFE2L2_KEAP1	HNSC	WithSecondM	1	3	2	12
NFE2L2_KEAP1	HNSC	WOSecondM	2	47	15	328
NFE2L2_MYH9	HNSC	WithSecondM	1	3	1	16
NFE2L2_MYH9	HNSC	WOSecondM	2	47	16	324
NFE2L2_RB1	HNSC	WithSecondM	1	4	1	8
NFE2L2_RB1	HNSC	WOSecondM	2	46	16	332
NFE2L2_FGFR3	HNSC	WithSecondM	1	1	3	7
NFE2L2_FGFR3	HNSC	WOSecondM	2	49	14	333
NFE2L2_MAPK1	HNSC	WithSecondM	1	1	2	8
NFE2L2_MAPK1	HNSC	WOSecondM	2	49	15	332
NFE2L2_KDM6A	HNSC	WithSecondM	1	2	2	13
NFE2L2_KDM6A	HNSC	WOSecondM	2	48	15	327
NFE2L2_AJUBA	HNSC	WithSecondM	1	4	5	17
NFE2L2_AJUBA	HNSC	WOSecondM	2	46	12	323
NFE2L2_HRAS	HNSC	WithSecondM	1	2	3	25
NFE2L2_HRAS	HNSC	WOSecondM	2	48	14	315
NFE2L2_FBXW7	HNSC	WithSecondM	1	5	4	23
NFE2L2_FBXW7	HNSC	WOSecondM	2	45	13	317
NFE2L2_TGFBR2	HNSC	WithSecondM	1	3	3	18
NFE2L2_TGFBR2	HNSC	WOSecondM	2	47	14	322
